Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens
4/23/2024 19:48:07,GBDDJNH0,Muchos nervios.,Muchos nervios.,4
4/23/2024 19:48:07,9ZRTSOTK,Me siento con el cuerpo pesado y torpe. ,Me siento con el cuerpo pesado y torpe.,13
4/23/2024 19:48:07,0FQMQ0V1,No he prestado atencion a eso,No he prestado atencion a eso,10
4/23/2024 19:48:07,60S1CVNZ,"Sudor, ansiedad","Sudor, ansiedad",6
4/23/2024 19:48:07,GKU8ECFL,Como escalofrios ,Como escalofrios,5
4/23/2024 19:48:07,WED8UH5D,"Estrés, fatiga y desconcentración ","Estrés, fatiga y desconcentración",10
4/23/2024 19:48:07,FM5YVNM2,"Dolor de estómago, gastritis, acné ","Dolor de estómago, gastritis, acné",13
4/23/2024 19:48:07,TOKIQV38,"Pocas energías, dificultad para dormir, para concentrarse y sobre pensar mucho las cosas. ","Pocas energías, dificultad para dormir, para concentrarse y sobre pensar mucho las cosas.",23
4/23/2024 19:48:16,QHVZR83J,"1.Dolor de cabeza.
2.Tensión muscular.
3.Falta de energia.",1.Dolor de cabeza. 2.Tensión muscular. 3.Falta de energia.,20
4/23/2024 19:52:34,QXIEYINQ,"Tiendo a estar mas inquieto, agarrarme el cabello y morderme las uñas.","Tiendo a estar mas inquieto, agarrarme el cabello y morderme las uñas.",23
4/23/2024 20:03:37,KLWAYA6Z,"Frío, incomodidad, se acelera el corazón y mis manos se ponen frías ","Frío, incomodidad, se acelera el corazón y mis manos se ponen frías",22
4/23/2024 20:13:28,U57VENCU,"comezón en la nariz y cabeza, punsaciones en cualquier parte del cuerpo","comezón en la nariz y cabeza, punsaciones en cualquier parte del cuerpo",17
4/23/2024 20:13:37,A2IERC7W,Sudor,Sudor,2
4/23/2024 20:18:00,9N5PTUUF,"Cansancio, sueño, me cuesta concentrarme, falta de apetito.","Cansancio, sueño, me cuesta concentrarme, falta de apetito.",19
4/23/2024 20:28:40,SXA26XSC,"Ritmo cardiaco aumentado, tics como dar pequeños saltos con el pie mientras estoy sentado, apretar la mandíbula ","Ritmo cardiaco aumentado, tics como dar pequeños saltos con el pie mientras estoy sentado, apretar la mandíbula",31
4/23/2024 20:30:08,XEDRH93Z,Experimento dificultad para concentrarme.,Experimento dificultad para concentrarme.,10
4/23/2024 20:43:09,S8Y84CH8,"Dolor de estómago, diarrea, respiración agitada, ritmo cardíaco acelerado y dolor de cabeza. ","Dolor de estómago, diarrea, respiración agitada, ritmo cardíaco acelerado y dolor de cabeza.",28
4/23/2024 20:44:26,HG74CPSK,"Falta de apetito, incapacidad de llorar, respiración fuerte, temblores","Falta de apetito, incapacidad de llorar, respiración fuerte, temblores",23
4/23/2024 21:02:39,L2RH302J,Normalmente cuando me enuentro en una situacion de mcuho extres es verdad que llego a sentir dolor en los hombros o no poder dormir bien.,Normalmente cuando me enuentro en una situacion de mcuho extres es verdad que llego a sentir dolor en los hombros o no poder dormir bien.,36
4/23/2024 21:05:33,FN2PCHS1,Mucho nerviosismo en todo el cuerpo ,Mucho nerviosismo en todo el cuerpo,9
4/23/2024 21:10:29,GUS8V807,"Tensión muscular, aceleración del ritmo cardíaco.","Tensión muscular, aceleración del ritmo cardíaco.",13
4/23/2024 21:26:04,3GGBO8RK,Se me acelera ligeramente la respiración.,Se me acelera ligeramente la respiración.,11
4/23/2024 21:27:00,3DA9WB82,Dolor de cabeza,Dolor de cabeza,4
4/23/2024 21:37:25,4SUVP1WR,"ansiedad, desconcentración, debilidad, miedo, desesperanza, desanimo, apatía, coraje, desesperación, ","ansiedad, desconcentración, debilidad, miedo, desesperanza, desanimo, apatía, coraje, desesperación,",34
4/23/2024 22:47:07,JOAT36RK,"Sudoración, punzadas en el párpado, manos o piernas","Sudoración, punzadas en el párpado, manos o piernas",15
4/23/2024 22:57:11,53EHQAPE,"Dolor de cabeza, fatiga, ardor estomacal ","Dolor de cabeza, fatiga, ardor estomacal",13
4/23/2024 23:46:42,PVDRLPQL,"Temblor en las manos, ganas de ir al baño, hiperventilación y mareos.","Temblor en las manos, ganas de ir al baño, hiperventilación y mareos.",23
4/23/2024 23:57:44,K8SLYVAW,"Dolor de cabeza, presión en el pecho y hormigueo en brazos y piernas.","Dolor de cabeza, presión en el pecho y hormigueo en brazos y piernas.",21
4/24/2024 0:02:54,TUNKCUEZ,"Cansancio, dolor de cabeza y noto que a la vez estoy distraído o no me concentro","Cansancio, dolor de cabeza y noto que a la vez estoy distraído o no me concentro",24
4/24/2024 1:16:24,5I7IDE86,Temblor de manos y corazón acelerado.,Temblor de manos y corazón acelerado.,11
4/24/2024 10:55:51,WG8ABYZS,Fatiga,Fatiga,2
4/24/2024 11:16:48,QCURT76I,"mi piel pica, pienso demasiadas cosas al mismo tiempo","mi piel pica, pienso demasiadas cosas al mismo tiempo",15
4/24/2024 11:24:06,8OVFX977,Una especie de ansiedad ,Una especie de ansiedad,6
4/24/2024 11:27:42,PPZXS8CP,Hormigueos y angustia.,Hormigueos y angustia.,9
4/24/2024 11:28:12,T38J7JB4,"PERDIDA DE APETITO, PROBLEMAS GASTROINTESTINALES, PERDIDA DE PESO","PERDIDA DE APETITO, PROBLEMAS GASTROINTESTINALES, PERDIDA DE PESO",33
4/24/2024 11:29:56,TE4FJ4MH,Empiezo a mover ya sea mis manos o mis pies ,Empiezo a mover ya sea mis manos o mis pies,13
4/24/2024 11:30:15,ZELPD30F,Nerviosismo. ,Nerviosismo.,5
4/24/2024 11:31:24,PUV5RTZG,"Sudor en las manos, movimiento en la pierna, y mi cuerpo entra en calor ","Sudor en las manos, movimiento en la pierna, y mi cuerpo entra en calor",18
4/24/2024 11:32:16,33JDURG7,"Mucho sudor, algunos temblores, ansiedad, picazón","Mucho sudor, algunos temblores, ansiedad, picazón",17
4/24/2024 11:32:59,EAM2O87V,Frío en el pecho.,Frío en el pecho.,7
4/24/2024 11:33:22,H22AN93K,"Escalofríos, dolor de cabeza, malestar estomacal","Escalofríos, dolor de cabeza, malestar estomacal",15
4/24/2024 11:35:28,IRB84959,"Temblores, malestar estomacal ","Temblores, malestar estomacal",9
4/24/2024 11:39:35,XOF6KQ1G,Me desespero,Me desespero,4
4/24/2024 11:40:06,1GC9M0FT,Nervios y escalofri,Nervios y escalofri,8
4/24/2024 11:41:02,DZ9DN7BK,Ansiedad y preocupación ,Ansiedad y preocupación,8
4/24/2024 11:41:30,ZF56737V,"Dolor de pecho y cabeza, debilidad corporal","Dolor de pecho y cabeza, debilidad corporal",11
4/24/2024 11:53:22,HGX6HZA2,"Nerviosismo, sudoración","Nerviosismo, sudoración",8
4/24/2024 11:57:08,S2ATVULP,"sensaciones de espasmos, opresion en pecho y sin poder respirar","sensaciones de espasmos, opresion en pecho y sin poder respirar",19
4/24/2024 11:58:50,GFSFOGBV,"Cansancio, estrés, mal humor, apetito excesivo ","Cansancio, estrés, mal humor, apetito excesivo",16
4/24/2024 12:03:52,DPW9GBQ3,"Creo que sería el dolor de cabeza, el cansancio y la falta de apetito, son los más notables ","Creo que sería el dolor de cabeza, el cansancio y la falta de apetito, son los más notables",25
4/24/2024 12:10:15,2YB4F1WO,"Temblores, respiración rápida, poca habla ","Temblores, respiración rápida, poca habla",11
4/24/2024 12:11:29,LOKQGFF4,"Cuando estoy activo siento nervios, se acelera mi corazón, aumenta mi temperatura corporal, empiezo a temblar muy poco y necesito cansarme un poco para tranquilizarme, al igual cuando me siento cansado suelo pensar un poco mas lento las cosas pero sin otras sensaciones como cuando estoy activo","Cuando estoy activo siento nervios, se acelera mi corazón, aumenta mi temperatura corporal, empiezo a temblar muy poco y necesito cansarme un poco para tranquilizarme, al igual cuando me siento cansado suelo pensar un poco mas lento las cosas pero sin otras sensaciones como cuando estoy activo",73
4/24/2024 12:19:11,LI6RUZZW,"Como una sensación de escalofríos, siento una especie de presión en mi cabeza, mucho calor, y no puedo estar quieto","Como una sensación de escalofríos, siento una especie de presión en mi cabeza, mucho calor, y no puedo estar quieto",31
4/24/2024 12:20:06,VHUGEE7Y,"Sueño, fatiga, desconcentración ","Sueño, fatiga, desconcentración",10
4/24/2024 12:24:41,U5RVW5N7,Dolor de cabeza,Dolor de cabeza,4
4/24/2024 12:25:11,NG3F2CJ4,"Tiendo a presentar gastritis, sueño durante el día, dolor de cabeza y síntomas de ansiedad ","Tiendo a presentar gastritis, sueño durante el día, dolor de cabeza y síntomas de ansiedad",24
4/24/2024 12:26:00,ETSMGZBD,Sudoración en las manos y dolor de cabeza ,Sudoración en las manos y dolor de cabeza,10
4/24/2024 12:33:39,AY3IGV3Q,"Presento un tic en la pierna izquierda, la muevo sin parar, o empiezo a jugar con las manos, a rascarme las palmas, y empiezo chocar uña con uña hasta que eventualmente se cortan.","Presento un tic en la pierna izquierda, la muevo sin parar, o empiezo a jugar con las manos, a rascarme las palmas, y empiezo chocar uña con uña hasta que eventualmente se cortan.",53
4/24/2024 12:38:17,EUW2F405,"Estrés, enojo, nervios.","Estrés, enojo, nervios.",9
4/24/2024 12:53:16,ZLQAYMFG,"Aveces un vacío en el estómago, y una especie de tic de ansiedad en la pierna que me hace moverla mucho ","Aveces un vacío en el estómago, y una especie de tic de ansiedad en la pierna que me hace moverla mucho",32
4/24/2024 12:56:33,LQY5OSVH,"Ansiedad con aceleración cardíaca, presión en el pecho, exceso de energía ","Ansiedad con aceleración cardíaca, presión en el pecho, exceso de energía",21
4/24/2024 13:03:03,Y5I54ZU1,Dolor estomacal ,Dolor estomacal,5
4/24/2024 13:30:30,1Y7ATVYP,Mucho calor ,Mucho calor,3
4/24/2024 13:43:01,U3RWWQRL,Dolor de cabeza y nauseas.,Dolor de cabeza y nauseas.,9
4/24/2024 13:48:24,EG8V8IQ1,"Me da mucho comezón en el cuerpo, me empiezo como morder un poco las uñas , me salen ojeras , me salen granos en la cara y ando como con el cuerpo cortado ","Me da mucho comezón en el cuerpo, me empiezo como morder un poco las uñas , me salen ojeras , me salen granos en la cara y ando como con el cuerpo cortado",46
4/24/2024 14:34:04,POQ9TK13,"Respiración rápida
Escalofríos",Respiración rápida Escalofríos,8
4/24/2024 15:03:56,VONE103T,"Un poco de agitación, se bajan mis ánimos y mis pensamientos se dispersan mucho ","Un poco de agitación, se bajan mis ánimos y mis pensamientos se dispersan mucho",21
4/24/2024 15:34:08,893V9WHU,"Estrés, mal humor, insomnio.","Estrés, mal humor, insomnio.",10
4/24/2024 15:43:23,JPFVNJKI,"Agruras estomacales, a veces dolor de cabeza o nauseas","Agruras estomacales, a veces dolor de cabeza o nauseas",16
4/24/2024 15:48:07,QU685VKV,Dolos de cabeza y como que me siento extraño.,Dolos de cabeza y como que me siento extraño.,13
4/24/2024 15:54:20,Z6ZGAS4H,"Descontrol en partes de mi cuerpo, ya sean brazos, dedos. En pocas palabras, no controlo mis movimientos ","Descontrol en partes de mi cuerpo, ya sean brazos, dedos. En pocas palabras, no controlo mis movimientos",26
4/24/2024 16:24:34,I7OEHA3M,"mareos, empiezo a sudar y dolor de cabeza ","mareos, empiezo a sudar y dolor de cabeza",13
4/24/2024 16:25:34,945RIESS,"Comezón, ardor, dolor de cuerpo, dolor de cabeza, la vista cansada ...","Comezón, ardor, dolor de cuerpo, dolor de cabeza, la vista cansada ...",21
4/24/2024 16:42:06,OY89I1AT,"Tristesa, agotada, pensativa","Tristesa, agotada, pensativa",9
4/24/2024 17:26:44,MHA8ZTS5,"Comezón en el cuerpo, sentimiento de incomodidad y ansiedad ","Comezón en el cuerpo, sentimiento de incomodidad y ansiedad",17
4/24/2024 18:05:56,RA4Y9X5E,Aveces como que me hace ponerme un poco nervioso cuando me proucupa algo puedo caminar de un lado a otro.,Aveces como que me hace ponerme un poco nervioso cuando me proucupa algo puedo caminar de un lado a otro.,29
4/24/2024 18:20:17,LXDB8W6X,Empiezo a temblar ,Empiezo a temblar,7
4/24/2024 18:20:36,G6ZRICXV,Tics en el ojo y me duele el estomago.,Tics en el ojo y me duele el estomago.,14
4/24/2024 18:27:11,S1Z2D8M2,"Me dule el estomago, aveces tiemblo ","Me dule el estomago, aveces tiemblo",13
4/24/2024 19:06:32,RC5G5VFK,"Tensión, llorar, presión, dolor de cabeza ","Tensión, llorar, presión, dolor de cabeza",11
4/24/2024 19:07:31,947J0Q5A,Temblor excesivo en mis brazos y aumento de mi pulso cardíaco ,Temblor excesivo en mis brazos y aumento de mi pulso cardíaco,19
4/24/2024 19:40:22,W9LAW009,Aumento del ritmo cardíaco; ansiedad,Aumento del ritmo cardíaco; ansiedad,11
4/24/2024 19:48:20,2QH0OQRP,"Nervios, ganas de vomitar, y temblor en las manos","Nervios, ganas de vomitar, y temblor en las manos",17
4/24/2024 19:53:13,9FBVNJ3U,ansiedad o desesperación,ansiedad o desesperación,8
4/24/2024 20:57:53,IRIJAUXK,"Sudoración, respiración pesada, comezón.","Sudoración, respiración pesada, comezón.",13
4/24/2024 21:00:13,H7ZSLKYX,"dolor de cabeza, falta de sueño","dolor de cabeza, falta de sueño",7
4/24/2024 22:49:25,ZNQELPB7,No sabría expresarlo.,No sabría expresarlo.,8
4/24/2024 23:23:27,J9Q8IXFH,dolor de estomago y escalofríos ,dolor de estomago y escalofríos,11
4/24/2024 23:33:27,2ON6FVSH,Se me duerme el cuerpo,Se me duerme el cuerpo,6
4/25/2024 9:36:25,ES771SD8,"Experimento escalofríos, demasiado nerviosismo y dolor de cabeza, siento que me pesan los
hombros","Experimento escalofríos, demasiado nerviosismo y dolor de cabeza, siento que me pesan los hombros",26
4/25/2024 10:52:29,FZRWA0SY,"Dolor de cabeza, Dolor de estomago , Cansancio ","Dolor de cabeza, Dolor de estomago , Cansancio",15
4/25/2024 11:40:29,1KWDDNOH,"Cuando me preocupo en extremo, hasta tiemblo un poco, resultado de ocultar todas mis demás emociones y expresiones ","Cuando me preocupo en extremo, hasta tiemblo un poco, resultado de ocultar todas mis demás emociones y expresiones",31
4/25/2024 11:42:43,5CHTZV8O,"Siento un hormigueo, o en casos extremos ganas de vomitar","Siento un hormigueo, o en casos extremos ganas de vomitar",17
4/25/2024 12:15:55,RQF9W09V,"Colitis, gastritis, dolor de cabeza y migraña","Colitis, gastritis, dolor de cabeza y migraña",14
4/25/2024 12:16:44,Q7YR6JAL,"Dolor en el estómago, bajón en mis sentimientos y demás.","Dolor en el estómago, bajón en mis sentimientos y demás.",17
4/25/2024 12:21:21,YMU2FALS,Ganas de rascar o apretar ,Ganas de rascar o apretar,8
4/25/2024 12:28:34,BUUJHLBW,"Dolor de estómago, sudor frío, náuseas, alteración de sentidos, enojo, tristeza, falta de aire ","Dolor de estómago, sudor frío, náuseas, alteración de sentidos, enojo, tristeza, falta de aire",30
4/25/2024 12:54:19,6OG08UL5,"Sudoración en las manos, consumó excesivo de la comida o morderse las uñas","Sudoración en las manos, consumó excesivo de la comida o morderse las uñas",23
4/25/2024 12:55:12,UYE2QAWR,"Ira, dolor y tristeza","Ira, dolor y tristeza",6
4/25/2024 13:02:31,0YIJFHVF,"Mucho cansancio, tristeza","Mucho cansancio, tristeza",8
4/25/2024 13:31:22,0WK1Q15C,Se me irritan muchos los ojos y me da comezon el cuerpo ,Se me irritan muchos los ojos y me da comezon el cuerpo,15
4/25/2024 14:51:28,89R7BFY3,"Mover mucho las manos, que me suden las manos ","Mover mucho las manos, que me suden las manos",12
4/25/2024 18:06:23,W8897XTA,Dolor de cabeza ,Dolor de cabeza,4
4/25/2024 18:26:25,MOXPM084,Dolor de cabeza y espasmos,Dolor de cabeza y espasmos,8
4/25/2024 18:32:43,DXF0Z2FN,Cuando se da la ocasión me siento distraído ,Cuando se da la ocasión me siento distraído,11
4/25/2024 18:42:00,NDMKZW1M,Ansiedad,Ansiedad,3
4/25/2024 19:18:17,A8QN8I2L,hormigueó en cuerpo,hormigueó en cuerpo,6
4/25/2024 19:33:43,UBSR9VC8,Fatiga o cansancio ,Fatiga o cansancio,6
4/25/2024 19:38:25,W8ILZE4K,Las sensaciones que cubre la inquietud como sudor en las manos o ritmo cardiaco elevado.,Las sensaciones que cubre la inquietud como sudor en las manos o ritmo cardiaco elevado.,23
4/25/2024 19:49:50,ONSV8AYQ,escalofrío y sudor,escalofrío y sudor,8
4/25/2024 20:20:12,OY7Q1STH,Taquicardia ansiedad estrés ,Taquicardia ansiedad estrés,9
4/25/2024 21:18:09,A9SQ6NWO,"Manos frías, tartamudeó","Manos frías, tartamudeó",9
4/25/2024 21:55:05,1C8YLNRI,"Miedo, ","Miedo,",3
4/25/2024 22:01:24,U8GAYRZ7,Migraña,Migraña,3
4/26/2024 6:49:03,F65E8SEA,"Me duele la cabeza, me empiezan a doler los hombros, no puedo conciliar el sueño y a veces llega un punto en el que me siento tan frustrada que me dan ganas de llorar ","Me duele la cabeza, me empiezan a doler los hombros, no puedo conciliar el sueño y a veces llega un punto en el que me siento tan frustrada que me dan ganas de llorar",47
4/26/2024 10:01:08,16UOLNVY,Dolor de estómago o escalofríos ,Dolor de estómago o escalofríos,12
4/26/2024 10:39:25,D1S2USQV,Pierdo fuerza en las piernas y mis manos sudan mucho ,Pierdo fuerza en las piernas y mis manos sudan mucho,13
4/26/2024 11:14:18,83ECQ6P2,"siento que aplastan mi pecho, pierdo el apetito y mi estado de ánimo se vuelve volátil.","siento que aplastan mi pecho, pierdo el apetito y mi estado de ánimo se vuelve volátil.",28
4/26/2024 11:50:56,LS7WFV2B,Alergia cutanea.,Alergia cutanea.,5
4/26/2024 12:56:50,OAZ5FC8A,Respiración rápida y ritmo acelerado ,Respiración rápida y ritmo acelerado,8
4/26/2024 13:17:38,DCV5DO3V,"Dolor de cabeza, sueño","Dolor de cabeza, sueño",6
4/26/2024 13:22:06,STTZ7KC4,"Dolor de cabeza, tensión muscular","Dolor de cabeza, tensión muscular",7
4/26/2024 13:24:46,BNMM9UFQ,"Falta de aire, fatiga","Falta de aire, fatiga",7
4/26/2024 13:25:21,TA1NU1V7,Sudor y ataques de pánico ,Sudor y ataques de pánico,7
4/26/2024 13:25:59,UGTBZ7P3,Adormecimiento ,Adormecimiento,3
4/26/2024 13:40:10,SOQQDFEW,Me salta mi ojo y me duele la cabeza ,Me salta mi ojo y me duele la cabeza,11
4/26/2024 13:49:23,0A63PM6K,"Me llega a doler el estómago, no soy mucho de llorar por presión o preocupaciones, pero si siento que me duele mi estomago y la cabeza, además de que me siento cansado y con ganas de acostarme sin hacer nada.","Me llega a doler el estómago, no soy mucho de llorar por presión o preocupaciones, pero si siento que me duele mi estomago y la cabeza, además de que me siento cansado y con ganas de acostarme sin hacer nada.",60
4/26/2024 13:50:36,X0GVR7CK,"Calor, rigidez, respiración acelerada ","Calor, rigidez, respiración acelerada",13
4/26/2024 13:54:03,19NLQDKA,"Me dan ganas de llorar pero no lloro, es como si sintiera un nudo en la garganta, me siento ansiosa todo el día y no puedo dormir bien ","Me dan ganas de llorar pero no lloro, es como si sintiera un nudo en la garganta, me siento ansiosa todo el día y no puedo dormir bien",41
4/26/2024 13:57:41,2E2IMZRO,Sudoracion,Sudoracion,3
4/26/2024 14:10:39,21X2D6PW,Insomnio ,Insomnio,3
4/26/2024 14:18:29,GP42KD2C,"Ansiedad, sudoración en manos y pies, mal humor.","Ansiedad, sudoración en manos y pies, mal humor.",15
4/26/2024 14:32:36,27WD6UH2,"Dolor de cabeza, perdida del sueño, nerviosismo, malestares estomacales y disociación de la realidad","Dolor de cabeza, perdida del sueño, nerviosismo, malestares estomacales y disociación de la realidad",27
4/26/2024 14:33:09,4TF29YIO,Siento como si tuviera frío en el estómago se hacen presente cuando me ponga a pensar en como piensa de mi las demás personas o empiezo a pensar en muchos riesgos de las situaciones en mi vida disria,Siento como si tuviera frío en el estómago se hacen presente cuando me ponga a pensar en como piensa de mi las demás personas o empiezo a pensar en muchos riesgos de las situaciones en mi vida disria,48
4/26/2024 14:35:23,UZNBAHRB,No poder dormir y estar nervioso,No poder dormir y estar nervioso,9
4/26/2024 14:50:06,87RRAHBJ,"Creo que mi corazón empieza a latir más rápido, a veces siento comezón","Creo que mi corazón empieza a latir más rápido, a veces siento comezón",18
4/26/2024 15:01:39,EYYTA3LD,Mis piernas se duermen,Mis piernas se duermen,6
4/26/2024 15:35:25,W49IM590,Enojo,Enojo,2
4/26/2024 16:54:59,7HKJBSVI,Dolor de cabeza en la parte trasera y tensión en los hombros,Dolor de cabeza en la parte trasera y tensión en los hombros,15
4/26/2024 16:57:51,41U4SDTP,Dolor de cabeza,Dolor de cabeza,4
4/26/2024 17:05:18,25DC2F4Q,Un nudo en la garganta ,Un nudo en la garganta,8
4/26/2024 17:07:40,PPI1SV0E,Taquicardias y escalofríos,Taquicardias y escalofríos,10
4/26/2024 18:22:59,KQGSATHF,Dolor de cabeza,Dolor de cabeza,4
4/26/2024 20:27:53,3ZF411GH,Comezón en los brazos ,Comezón en los brazos,5
4/28/2024 12:04:28,5CYE0BRU,Sudor y dolor de cabeza ,Sudor y dolor de cabeza,6
4/28/2024 17:44:49,43K4VHCP,"Realmente creo que no puedo describir la sensación, es como una combinación de miedo y nervios  ","Realmente creo que no puedo describir la sensación, es como una combinación de miedo y nervios",24
4/28/2024 22:35:59,FA8HZ0ZJ,"Tensión muscular, sudoración, náuseas","Tensión muscular, sudoración, náuseas",11
4/29/2024 9:09:29,KFH9XJ94,"Cansancio, y escalofríos","Cansancio, y escalofríos",10
4/29/2024 13:24:37,7I9KZQ70,"Nerviosismo, sobre pensamientos, ","Nerviosismo, sobre pensamientos,",9
4/29/2024 13:26:44,TBIDV696,"Dolor de estómago, sudor y falta de sueño","Dolor de estómago, sudor y falta de sueño",13
4/29/2024 13:30:35,BR14PE8E,"Desesperacion, calor, un poco de sudor ","Desesperacion, calor, un poco de sudor",12
4/29/2024 13:31:46,PRUNGY5A,"Dolor de cabeza, dolor de espalda y hombros ","Dolor de cabeza, dolor de espalda y hombros",13
4/29/2024 13:39:07,WHUIDLRU,Incomodidad como “sudar frío”,Incomodidad como “sudar frío”,10
4/29/2024 13:40:04,442SR3BQ,Suelo sudar más de lo normal y no puede captar de manera clara las cosas ,Suelo sudar más de lo normal y no puede captar de manera clara las cosas,18
4/29/2024 13:53:27,R5NND2PJ,"Hormigueo en los brazos, dolor de cabeza, dolor en el pecho ","Hormigueo en los brazos, dolor de cabeza, dolor en el pecho",17
4/29/2024 14:03:24,S62P3R06,"Nervios, dolor en el cuello y hombros y sudoración ","Nervios, dolor en el cuello y hombros y sudoración",16
4/29/2024 14:05:35,VBGGGTXX,Cansancio ,Cansancio,3
4/29/2024 14:21:13,YO9QP9GQ,comezon en el cuerpo,comezon en el cuerpo,5
4/29/2024 14:21:52,TIRMAXIL,Dolor en el estómago o la cabeza ,Dolor en el estómago o la cabeza,10
4/29/2024 14:36:58,X939VKYG,Me tiemblan las manos y me como las uñas ,Me tiemblan las manos y me como las uñas,12
4/29/2024 14:50:49,EE1OP684,"Nervios y comezón en el cuerpo, sensación de calor (subida de presión)","Nervios y comezón en el cuerpo, sensación de calor (subida de presión)",20
4/29/2024 15:07:54,G1NFK78R,insomnio ,insomnio,3
4/29/2024 16:31:34,TW29QEAI,Presion en el pecho,Presion en el pecho,6
4/29/2024 18:47:56,EC28OB0I,"Nervios, ansiedad ","Nervios, ansiedad",7
4/29/2024 23:14:46,YWDANKQ3,Ansiedad ,Ansiedad,3
4/30/2024 0:22:30,41GHNML3,"Sudoración, movimiento involuntario de las manos ","Sudoración, movimiento involuntario de las manos",12
4/30/2024 0:30:58,ZYO6EKLW,"Dolor de pecho, dolor de cabeza, dolor de espalda","Dolor de pecho, dolor de cabeza, dolor de espalda",15
4/30/2024 8:38:45,WLSM1SUM,Estrés ,Estrés,2
4/30/2024 10:44:29,7RSZOAWX,Estar moviendo mi pie o estarme tronando los dedos ,Estar moviendo mi pie o estarme tronando los dedos,14
4/30/2024 11:00:56,NOQASZVA,Cansancio,Cansancio,3
4/30/2024 13:35:25,N9JIRQ1R,"Ansiedad, estrés, miedo","Ansiedad, estrés, miedo",9
4/30/2024 14:30:58,RVJ6EPRG,Tics nerviosos ,Tics nerviosos,5
4/30/2024 18:16:40,2WMZZ63C,Quizá la sensación de sentirse abrumado o pequeño.,Quizá la sensación de sentirse abrumado o pequeño.,14
4/30/2024 18:38:14,53710675,Dolor de cabeza,Dolor de cabeza,4
4/30/2024 21:04:57,7CTEOZ0B,"Sintiendo ""mariposas"" en el estómago.","Sintiendo ""mariposas"" en el estómago.",13
5/1/2024 8:23:10,RJYNX3WD,"Corazón acelerado, sudoración ","Corazón acelerado, sudoración",8
5/1/2024 16:59:46,IRUH1G2Z,"Dolor de cabeza, agitación ","Dolor de cabeza, agitación",7
5/1/2024 20:39:05,IYJTK4UN,"Escalofríos en el cuerpo, sensación de excitación, comezón.","Escalofríos en el cuerpo, sensación de excitación, comezón.",19
5/1/2024 21:34:58,J7YGJPIE,"Cansio, picason regularmente en la cabeza, y sudoracion excesiva ","Cansio, picason regularmente en la cabeza, y sudoracion excesiva",19
5/1/2024 23:34:11,XA5DPHB3,Escalofríos y dolor de cabeza ,Escalofríos y dolor de cabeza,9
5/2/2024 1:19:32,6QCKW4ZX,Dolor de cabeza ,Dolor de cabeza,4
5/2/2024 18:33:09,BHZT40UO,Empiezo a sudar.,Empiezo a sudar.,7
5/2/2024 23:42:40,Q8HPCRF0,"Me fluye la nariz, y siento como hormigueo en el cuerpo.","Me fluye la nariz, y siento como hormigueo en el cuerpo.",19
5/3/2024 9:27:43,9OCOYQ5S,Sólo dificultad para concentrarme,Sólo dificultad para concentrarme,8
5/3/2024 16:49:43,,"Dolor muscular en la espalda y hombros, cansancio, apetito moderado ","Dolor muscular en la espalda y hombros, cansancio, apetito moderado",21
