Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens
4/23/2024 19:48:07,XH7ERTSE,"Cuando miro peliculas o jugando videojuegos pues en esos momentos mi atencion esta en total dedicacion a algo mas que sucede, comprender lo que sucede.
Caminando, es como un momento de reflexion solo conmigo.
En cierto momento en el trabajo, al ser un trabajo manual, me gusta fijarme en los detalles, por lo que mi atencion se dirige hacia alla.","Cuando miro peliculas o jugando videojuegos pues en esos momentos mi atencion esta en total dedicacion a algo mas que sucede, comprender lo que sucede. Caminando, es como un momento de reflexion solo conmigo. En cierto momento en el trabajo, al ser un trabajo manual, me gusta fijarme en los detalles, por lo que mi atencion se dirige hacia alla.",88
4/23/2024 19:48:07,HNAK6DR5,Cuando pasa algo que no quiero o en momentos de presión ,Cuando pasa algo que no quiero o en momentos de presión,12
4/23/2024 19:48:07,IAADDB7O,"Al momento de tener varios y distintos pendientes, o al pensar si llegaré a fin de mes, también al momento de sobre pensar las cosas y situaciones que no puedo cambiar ","Al momento de tener varios y distintos pendientes, o al pensar si llegaré a fin de mes, también al momento de sobre pensar las cosas y situaciones que no puedo cambiar",37
4/23/2024 19:48:07,7FKG0LV6,"Cuando no puedo dormir ,cuando hace mucho calor ","Cuando no puedo dormir ,cuando hace mucho calor",11
4/23/2024 19:48:07,HJB227EF,cuando algo no puedo solucionarlo,cuando algo no puedo solucionarlo,9
4/23/2024 19:48:07,GBDDJNH0,Cuando algo no sale como quiero.,Cuando algo no sale como quiero.,8
4/23/2024 19:48:07,9ZRTSOTK,Cuando no logro comprender algo o mi situación empeora con mis acciones.,Cuando no logro comprender algo o mi situación empeora con mis acciones.,17
4/23/2024 19:48:07,0FQMQ0V1,En situaciones donde no me siento comodo o bien en pequeñas cosas que afectan mi dia,En situaciones donde no me siento comodo o bien en pequeñas cosas que afectan mi dia,19
4/23/2024 19:48:07,60S1CVNZ,Cuando no logró lo que me propongo,Cuando no logró lo que me propongo,8
4/23/2024 19:48:07,GKU8ECFL,Cuando tengo muchas cosas por hacer y termino sin hacer ninguna ,Cuando tengo muchas cosas por hacer y termino sin hacer ninguna,13
4/23/2024 19:48:07,WED8UH5D,Cuando las cosas no salen como quiero ,Cuando las cosas no salen como quiero,9
4/23/2024 19:48:07,FM5YVNM2,"Cuando se me juntan las tareas, trabajo y mas sino me sale como espero y el tiempo esta sobre mi","Cuando se me juntan las tareas, trabajo y mas sino me sale como espero y el tiempo esta sobre mi",23
4/23/2024 19:48:07,TOKIQV38,"En lo personal, cuando no me salen bien las cosas y lo intento arreglar pero no me sale. En lo laboral cuando una persona es muy despreocupada, incumplida, irrespetuosa, o grosera.   ","En lo personal, cuando no me salen bien las cosas y lo intento arreglar pero no me sale. En lo laboral cuando una persona es muy despreocupada, incumplida, irrespetuosa, o grosera.",51
4/23/2024 19:48:16,QHVZR83J,"1.Cuando tengo algun trabajo en equipo y no aporto tantas ideas como quisiera.
2.Cuando tengo algún error en mis codigos y no lo puedo solucionar.
3.Y algunas veces cuando las personas me hablan mientras realizo algun trabajo.",1.Cuando tengo algun trabajo en equipo y no aporto tantas ideas como quisiera. 2.Cuando tengo algún error en mis codigos y no lo puedo solucionar. 3.Y algunas veces cuando las personas me hablan mientras realizo algun trabajo.,58
4/23/2024 19:52:34,QXIEYINQ,Cuando mis compañeros de equipo no hacen nada para los trabajos y cuando programo y llevo ya varias horas tratando de resolver los errores ,Cuando mis compañeros de equipo no hacen nada para los trabajos y cuando programo y llevo ya varias horas tratando de resolver los errores,28
4/23/2024 20:03:37,KLWAYA6Z,"Cuando no he dormido, cuando tengo que entregar algo ","Cuando no he dormido, cuando tengo que entregar algo",13
4/23/2024 20:13:28,U57VENCU,"cuando las cosas que hago no me salen como quiero, cuando me siento inferior ","cuando las cosas que hago no me salen como quiero, cuando me siento inferior",19
4/23/2024 20:13:37,A2IERC7W,Cuando las cosas no salen cómo las planeo ,Cuando las cosas no salen cómo las planeo,10
4/23/2024 20:18:00,9N5PTUUF,Cuando tengo demasiados deberes.,Cuando tengo demasiados deberes.,8
4/23/2024 20:28:40,SXA26XSC,"En situaciones donde no me tomen en serio por verme pequeño. Por ejemplo entrar a alguna tienda donde haya personal que puede ofrecerte su ayuda y que no se acerquen a mi y si a los demás clientes, y sobre todo en situaciones donde no pueda controlar el resultado o que vaya a pasar.","En situaciones donde no me tomen en serio por verme pequeño. Por ejemplo entrar a alguna tienda donde haya personal que puede ofrecerte su ayuda y que no se acerquen a mi y si a los demás clientes, y sobre todo en situaciones donde no pueda controlar el resultado o que vaya a pasar.",64
4/23/2024 20:30:08,XEDRH93Z,Me estreso cuando tengo muchas tareas pendientes y poco tiempo para terminarlas.,Me estreso cuando tengo muchas tareas pendientes y poco tiempo para terminarlas.,19
4/23/2024 20:43:09,S8Y84CH8,"Cuando se me junta mucho trabajo de la universidad, cuando mis padres me molestan con sus comentarios, cuando me molestan a propósito, cuando yo ayudo a las personas pero cuando necesito de ellos no están para mí. ","Cuando se me junta mucho trabajo de la universidad, cuando mis padres me molestan con sus comentarios, cuando me molestan a propósito, cuando yo ayudo a las personas pero cuando necesito de ellos no están para mí.",47
4/23/2024 20:44:26,HG74CPSK,Cuando personas ajenas quieren usar mi tiempo ,Cuando personas ajenas quieren usar mi tiempo,9
4/23/2024 21:02:39,L2RH302J,"Existen muchas situaciones que me provocan estas emociones, pero lo que mas me puede afectar y provocar una molestia, son todas aquellas situaciones en las que me veo afectado por factores ajenos a mi, sin la posibilidad de no poder hacer nada.","Existen muchas situaciones que me provocan estas emociones, pero lo que mas me puede afectar y provocar una molestia, son todas aquellas situaciones en las que me veo afectado por factores ajenos a mi, sin la posibilidad de no poder hacer nada.",56
4/23/2024 21:05:33,FN2PCHS1,Cuando tengo muchas cosas por hacer y siento que no progreso,Cuando tengo muchas cosas por hacer y siento que no progreso,14
4/23/2024 21:10:29,GUS8V807,"Cuando no logro mis objetivos diarios, el incuplimiento de la disciplina y la búsqueda constante de un ritmo de trabajo. ","Cuando no logro mis objetivos diarios, el incuplimiento de la disciplina y la búsqueda constante de un ritmo de trabajo.",27
4/23/2024 21:26:04,3GGBO8RK,Cuando estoy convencido de que algo va a pasar de cierta manera pero termina ocurriendo de una forma bastante distinta de la que pensaba.,Cuando estoy convencido de que algo va a pasar de cierta manera pero termina ocurriendo de una forma bastante distinta de la que pensaba.,32
4/23/2024 21:27:00,3DA9WB82,Cuando no siento el control de las cosas,Cuando no siento el control de las cosas,9
4/23/2024 21:37:25,4SUVP1WR,"cuando me siento/me veo superado por alguien más, cuando mis esfuerzos resultan ser sumamente insignificantes, cuando no puedo controlar algo o pierdo el control en algo, cuando siento que merezco más, y cuando la vida me hace pensar que quizás en realidad no merezco más.","cuando me siento/me veo superado por alguien más, cuando mis esfuerzos resultan ser sumamente insignificantes, cuando no puedo controlar algo o pierdo el control en algo, cuando siento que merezco más, y cuando la vida me hace pensar que quizás en realidad no merezco más.",66
4/23/2024 22:47:07,JOAT36RK,"Cuando las cosas no puedo hacerlas en los primeros intentos, si tengo que esperar un periodo largo de tiempo cuando ya había una hora estipulada, que me hagan preguntas constantemente en un periodo corto de tiempo mientras estoy haciendo alguna otra actividad ","Cuando las cosas no puedo hacerlas en los primeros intentos, si tengo que esperar un periodo largo de tiempo cuando ya había una hora estipulada, que me hagan preguntas constantemente en un periodo corto de tiempo mientras estoy haciendo alguna otra actividad",52
4/23/2024 22:57:11,53EHQAPE,"Cuando me peleo con mis papas , al tener muchas tareas y que hacer en casa, ","Cuando me peleo con mis papas , al tener muchas tareas y que hacer en casa,",19
4/23/2024 23:46:42,PVDRLPQL,"Cuando sé que hice las cosas mal por situaciones que pude haber hecho mejor y no las hice por flojera, por procrastinación, por pensamientos negativos o por cosas que en general sé que pude evitar.","Cuando sé que hice las cosas mal por situaciones que pude haber hecho mejor y no las hice por flojera, por procrastinación, por pensamientos negativos o por cosas que en general sé que pude evitar.",49
4/23/2024 23:57:44,K8SLYVAW,"Personalmente no lidio nada bien con la frustración y soy de las personas que se estresa con facilidad y tampoco lidio bien con aquella emoción. Aquello que me causa estrés es al momento de realizar algo y no me sale como me gustaría que saliera, también al momento de tomar decisiones importantes en un tiempo muy corto para pensarlo. Aquello que me causa molestia es cuando me interrumpen en medio de una conversación constantemente o no me prestan atención contando algo importante y/o personal. ","Personalmente no lidio nada bien con la frustración y soy de las personas que se estresa con facilidad y tampoco lidio bien con aquella emoción. Aquello que me causa estrés es al momento de realizar algo y no me sale como me gustaría que saliera, también al momento de tomar decisiones importantes en un tiempo muy corto para pensarlo. Aquello que me causa molestia es cuando me interrumpen en medio de una conversación constantemente o no me prestan atención contando algo importante y/o personal.",115
4/24/2024 0:02:54,TUNKCUEZ,"Cuando hay mucho tráfico, cuando siento mucho calor, cuando no pude dormir bien y tengo sueño, cuando tengo carga de proyecto y tareas, y cuando mis planes no salen como esperaba.","Cuando hay mucho tráfico, cuando siento mucho calor, cuando no pude dormir bien y tengo sueño, cuando tengo carga de proyecto y tareas, y cuando mis planes no salen como esperaba.",43
4/24/2024 1:16:24,5I7IDE86,"Cuando me gritan o me ofenden, incluso si me dan órdenes sin gentileza ","Cuando me gritan o me ofenden, incluso si me dan órdenes sin gentileza",18
4/24/2024 10:55:51,WG8ABYZS,"Relacionado a la escuela y el trabajo, casi todo el tiempo ","Relacionado a la escuela y el trabajo, casi todo el tiempo",15
4/24/2024 11:16:48,QCURT76I,cuando el tiempo se me acaba,cuando el tiempo se me acaba,6
4/24/2024 11:24:06,8OVFX977,Cuando hay poco tiempo para hacer las cosas o uno de siente impotente,Cuando hay poco tiempo para hacer las cosas o uno de siente impotente,16
4/24/2024 11:27:42,PPZXS8CP,"Cuando no llego temprano a la universidad, cuando no me sale una actividad o cuando sobre pienso una situación.","Cuando no llego temprano a la universidad, cuando no me sale una actividad o cuando sobre pienso una situación.",25
4/24/2024 11:28:12,T38J7JB4,"CUANDO PIERDO COSAS, CUANDO LLENO MI CALENDARIO DE COSAS SIN DARME CUENTA.","CUANDO PIERDO COSAS, CUANDO LLENO MI CALENDARIO DE COSAS SIN DARME CUENTA.",39
4/24/2024 11:29:56,TE4FJ4MH,"Cuando no puedo realizar una actividad,más si la actividad tiene fecha límite ","Cuando no puedo realizar una actividad,más si la actividad tiene fecha límite",15
4/24/2024 11:30:15,ZELPD30F,En la Universidad y en casa,En la Universidad y en casa,6
4/24/2024 11:31:24,PUV5RTZG,"Cuando llegan final de parciales, se junta el trabajo y las.materias y hace que sea muy estresante","Cuando llegan final de parciales, se junta el trabajo y las.materias y hace que sea muy estresante",24
4/24/2024 11:32:16,33JDURG7,"Cuando no dejan los trastes limpios, cuando se rompe algo de la casa, cuando me dejan plantada en alguna actividad ","Cuando no dejan los trastes limpios, cuando se rompe algo de la casa, cuando me dejan plantada en alguna actividad",29
4/24/2024 11:32:59,EAM2O87V,"En la escuela, al ver que las materias, profesores y la institución no presentan algo de calidad beneficio hacia mi educación. ","En la escuela, al ver que las materias, profesores y la institución no presentan algo de calidad beneficio hacia mi educación.",25
4/24/2024 11:33:22,H22AN93K,problemas familiares o dinero,problemas familiares o dinero,4
4/24/2024 11:35:28,IRB84959,Cuando las cosas no salen como quiero ,Cuando las cosas no salen como quiero,9
4/24/2024 11:39:35,XOF6KQ1G,Cuando no se como hacer algo o no me sale por más que me esfuerce,Cuando no se como hacer algo o no me sale por más que me esfuerce,18
4/24/2024 11:40:06,1GC9M0FT,Trabajo,Trabajo,2
4/24/2024 11:41:02,DZ9DN7BK,Cuando me sobrecargo de problema que aveces no son mios y consume mi tiempo o simplemente estar muy presionado con tareas o trabajos en casa,Cuando me sobrecargo de problema que aveces no son mios y consume mi tiempo o simplemente estar muy presionado con tareas o trabajos en casa,32
4/24/2024 11:41:30,ZF56737V,problemas en relaciones y la vida académica me estresa mucho últimamente,problemas en relaciones y la vida académica me estresa mucho últimamente,15
4/24/2024 11:53:22,HGX6HZA2,"Mayormente por pensar en mi futuro y tratar de conseguir mis metas, es lo que a veces me llena de frustración","Mayormente por pensar en mi futuro y tratar de conseguir mis metas, es lo que a veces me llena de frustración",27
4/24/2024 11:57:08,S2ATVULP,cuando me molestan y pasa algo que me afecta pero que no estaba en mis manos,cuando me molestan y pasa algo que me afecta pero que no estaba en mis manos,17
4/24/2024 11:58:50,GFSFOGBV,"Una pelea con un amigo o familiar, frustración por no resolver problemas laborales o estudiantiles","Una pelea con un amigo o familiar, frustración por no resolver problemas laborales o estudiantiles",20
4/24/2024 12:03:52,DPW9GBQ3,"Cuando las cosas no salen como quiero, no tener el control de mi contexto me enojar demasiado.","Cuando las cosas no salen como quiero, no tener el control de mi contexto me enojar demasiado.",22
4/24/2024 12:10:15,2YB4F1WO,"Cuando se llena el camión, cuando ando haciendo tarea o algo y me mandan a hacer otra cosa","Cuando se llena el camión, cuando ando haciendo tarea o algo y me mandan a hacer otra cosa",23
4/24/2024 12:11:29,LOKQGFF4,"En aquellos casos cuando llevo intentando muchas veces algo y sigue sin funcionar o sin dar el resultado deseado, cuando me culpan de algo que no hice, cuando quieren tratar de manipularme, cuando quieren aprovecharse de mi, cuando me hacen quedar mal, cuando soy el único que realiza la actividad cuándo es en equipo sin que me ofrezcan ayuda o algún apoyo, cuando trato de dar una solución lo invaliden inmediatamente sin siquiera escuchar, cuando me exigen algo sin siquiera preocuparse por mi o en si saber si estoy disponible o sin importarle que tengo que realizar también otras actividades","En aquellos casos cuando llevo intentando muchas veces algo y sigue sin funcionar o sin dar el resultado deseado, cuando me culpan de algo que no hice, cuando quieren tratar de manipularme, cuando quieren aprovecharse de mi, cuando me hacen quedar mal, cuando soy el único que realiza la actividad cuándo es en equipo sin que me ofrezcan ayuda o algún apoyo, cuando trato de dar una solución lo invaliden inmediatamente sin siquiera escuchar, cuando me exigen algo sin siquiera preocuparse por mi o en si saber si estoy disponible o sin importarle que tengo que realizar también otras actividades",141
4/24/2024 12:19:11,LI6RUZZW,"Cuando tengo actividades académicas (tareas), cuando tomo cursos y.....simplemente no me puedo concentrar o cuando algo no me sale bien","Cuando tengo actividades académicas (tareas), cuando tomo cursos y.....simplemente no me puedo concentrar o cuando algo no me sale bien",37
4/24/2024 12:20:06,VHUGEE7Y,Cuando no soy productivo,Cuando no soy productivo,5
4/24/2024 12:24:41,U5RVW5N7,Con presión al tener muchos proyectos,Con presión al tener muchos proyectos,6
4/24/2024 12:25:11,NG3F2CJ4,Cuando hay discusiones familiares en casa y tareas o proyectos que me cuestan comprender ,Cuando hay discusiones familiares en casa y tareas o proyectos que me cuestan comprender,17
4/24/2024 12:26:00,ETSMGZBD,Cuando sucede algo que no había planeado ,Cuando sucede algo que no había planeado,9
4/24/2024 12:33:39,AY3IGV3Q,"Odio tener que repetir cosas sobre todo cuando son de un tema serio, tengo amigos para todo, reuniones, trabajo, gustos, platicar, jugar, etc.
Suelo juntarme más con los amigos con los que se hace platica y bromas, pero con estos mismos hago equipo de trabajo, hay veces que se toman todo a juego y yo debo tener el cargo de líder para ver si así mínimo pueden hacer algo, luego de que les hecho la mano, se ponen en planes de que no quieren trabajar y en ocasiones se acaban mi paciencia.
También cuando tengo muchos pendientes, sé que debo cumplirlos como mi responsabilidad, pero también quiero ir al gimnasio como mi disciplina, a veces el entrenamiento no puedo hacerlo en 1 hora, y pensando en lo que debo hacer llegando a la casa no me deja realizar ninguna acción a la vez.","Odio tener que repetir cosas sobre todo cuando son de un tema serio, tengo amigos para todo, reuniones, trabajo, gustos, platicar, jugar, etc. Suelo juntarme más con los amigos con los que se hace platica y bromas, pero con estos mismos hago equipo de trabajo, hay veces que se toman todo a juego y yo debo tener el cargo de líder para ver si así mínimo pueden hacer algo, luego de que les hecho la mano, se ponen en planes de que no quieren trabajar y en ocasiones se acaban mi paciencia. También cuando tengo muchos pendientes, sé que debo cumplirlos como mi responsabilidad, pero también quiero ir al gimnasio como mi disciplina, a veces el entrenamiento no puedo hacerlo en 1 hora, y pensando en lo que debo hacer llegando a la casa no me deja realizar ninguna acción a la vez.",194
4/24/2024 12:38:17,EUW2F405,"Cuando algo me sale mal, o cosas similares.","Cuando algo me sale mal, o cosas similares.",10
4/24/2024 12:53:16,ZLQAYMFG,"Cuando paso demasiado tiempo sin comprender cosas de cualquier tipo, cuando me interrumpen en cuestiones que yo considero importantes.","Cuando paso demasiado tiempo sin comprender cosas de cualquier tipo, cuando me interrumpen en cuestiones que yo considero importantes.",26
4/24/2024 12:56:33,LQY5OSVH,En situaciones donde el tiempo va en contra o exceso de trabajo,En situaciones donde el tiempo va en contra o exceso de trabajo,13
4/24/2024 13:03:03,Y5I54ZU1,Después de un día pesado ,Después de un día pesado,6
4/24/2024 13:30:30,1Y7ATVYP,Cuando ni me salen las cosas o me quedo sin tiempo  ,Cuando ni me salen las cosas o me quedo sin tiempo,13
4/24/2024 13:43:01,U3RWWQRL,Cuando no tengo el control de las cosas o los planes.,Cuando no tengo el control de las cosas o los planes.,13
4/24/2024 13:48:24,EG8V8IQ1,En la escuela cuando son finales de semestre y en el trabajo cuando sale una cosa fuera de control ,En la escuela cuando son finales de semestre y en el trabajo cuando sale una cosa fuera de control,19
4/24/2024 14:34:04,POQ9TK13,Cuando siento que solo me buscan cuando quieren algo de mi,Cuando siento que solo me buscan cuando quieren algo de mi,14
4/24/2024 15:03:56,VONE103T,Creo que cuando alguien grita demasiado,Creo que cuando alguien grita demasiado,8
4/24/2024 15:34:08,893V9WHU,"Cuando las cosas no resultan ser como las había planeado, cuando mi punto de vista no concuerda con las acciones de las otras personas. ","Cuando las cosas no resultan ser como las había planeado, cuando mi punto de vista no concuerda con las acciones de las otras personas.",30
4/24/2024 15:43:23,JPFVNJKI,"Cuando me molestan mientras estoy ocupada, si estoy hablando y no me prestan atencion, o cuando las cosas no me salen bien despues de varios intentos","Cuando me molestan mientras estoy ocupada, si estoy hablando y no me prestan atencion, o cuando las cosas no me salen bien despues de varios intentos",38
4/24/2024 15:48:07,QU685VKV,Cuando no entiendo algo o no me sale como quiero.,Cuando no entiendo algo o no me sale como quiero.,13
4/24/2024 15:54:20,Z6ZGAS4H,"Cuando siento que las cosas que quiero no van como pensé que resultarían. 
También cuando hay problemas en los cuales no puedo hacer nada, ya sean míos, de amigos cercanos o familiares. 
Me genera impotencia","Cuando siento que las cosas que quiero no van como pensé que resultarían. También cuando hay problemas en los cuales no puedo hacer nada, ya sean míos, de amigos cercanos o familiares. Me genera impotencia",49
4/24/2024 16:24:34,I7OEHA3M,"en entregas de proyectos y tareas, debido por el poco tiempo que cuento","en entregas de proyectos y tareas, debido por el poco tiempo que cuento",16
4/24/2024 16:25:34,945RIESS,Hablar con la gente.,Hablar con la gente.,7
4/24/2024 16:42:06,OY89I1AT,Cuando me peleó con mi mamá ,Cuando me peleó con mi mamá,9
4/24/2024 17:26:44,MHA8ZTS5,Cuando hay muchas personas y/o ruido ,Cuando hay muchas personas y/o ruido,9
4/24/2024 18:05:56,RA4Y9X5E,Aveces cuando no cumplo mi objetivo del dia que me puse me siento estredado ,Aveces cuando no cumplo mi objetivo del dia que me puse me siento estredado,20
4/24/2024 18:20:17,LXDB8W6X,Cuando salen cosas inesperadas,Cuando salen cosas inesperadas,8
4/24/2024 18:20:36,G6ZRICXV,Cuando veo que hay personas que por no hacer nada les va mejor. Estresado creo que por las cosas de la escuela y los eventos que suceden en casa.,Cuando veo que hay personas que por no hacer nada les va mejor. Estresado creo que por las cosas de la escuela y los eventos que suceden en casa.,37
4/24/2024 18:27:11,S1Z2D8M2,"Algunos docentes en la universidad,  sociamente soy timido y me estresa la gente ","Algunos docentes en la universidad, sociamente soy timido y me estresa la gente",19
4/24/2024 19:06:32,RC5G5VFK,Estudiantil ,Estudiantil,4
4/24/2024 19:07:31,947J0Q5A,Al tener que tratar forzosamente con personas que me desagradan,Al tener que tratar forzosamente con personas que me desagradan,14
4/24/2024 19:40:22,W9LAW009,"En casi todo momento pero más en las siguientes situaciones: cuando me siento abrumado por ruidos (cohetes, ladridos de perros, tráfico); cuando estoy en el sol; cuando estoy en una multitud.","En casi todo momento pero más en las siguientes situaciones: cuando me siento abrumado por ruidos (cohetes, ladridos de perros, tráfico); cuando estoy en el sol; cuando estoy en una multitud.",50
4/24/2024 19:48:20,2QH0OQRP,Cuando algo no me sale como quiero. ,Cuando algo no me sale como quiero.,9
4/24/2024 19:53:13,9FBVNJ3U,Podría ser donde tengo bastante carga de trabajo y no puedo organizar mi tiempo correctamente ,Podría ser donde tengo bastante carga de trabajo y no puedo organizar mi tiempo correctamente,19
4/24/2024 20:57:53,IRIJAUXK,"1.Cuando tengo muchas tareas y trabajos de la escuela. 
2. Cuando estoy presionado por otros a hacer bien las cosas 
3. Cuando hago cosas que no quiero hacer",1.Cuando tengo muchas tareas y trabajos de la escuela. 2. Cuando estoy presionado por otros a hacer bien las cosas 3. Cuando hago cosas que no quiero hacer,39
4/24/2024 21:00:13,H7ZSLKYX,cuando no cumplen lo que dicen.,cuando no cumplen lo que dicen.,10
4/24/2024 22:49:25,ZNQELPB7,"Cuando las cosas no me salen como quería, o simplemente pasan cosas que me afectan en menor o mayor medida, pero como dije anteriormente al final busco desestresarme.","Cuando las cosas no me salen como quería, o simplemente pasan cosas que me afectan en menor o mayor medida, pero como dije anteriormente al final busco desestresarme.",39
4/24/2024 23:23:27,J9Q8IXFH,cuando no puedo resolver algo de la escuela o de mi trabajo,cuando no puedo resolver algo de la escuela o de mi trabajo,13
4/24/2024 23:33:27,2ON6FVSH,Cuando no salen las cosas como quisiera,Cuando no salen las cosas como quisiera,10
4/25/2024 9:36:25,ES771SD8,"Cuando las demás personas hacen una situación más difícil de lo que en realidad en es, solo quieren y buscan su propio beneficio y no resolver el problema","Cuando las demás personas hacen una situación más difícil de lo que en realidad en es, solo quieren y buscan su propio beneficio y no resolver el problema",31
4/25/2024 10:52:29,FZRWA0SY,"Por lo regular no suelo ser una persona que me moleste , siempre mantengo la calma , en cambio con la frustacion , si me ha llegado a pasar , mas que nada al tardarme mas tiempo en cumplir mis objetivos ","Por lo regular no suelo ser una persona que me moleste , siempre mantengo la calma , en cambio con la frustacion , si me ha llegado a pasar , mas que nada al tardarme mas tiempo en cumplir mis objetivos",49
4/25/2024 11:40:29,1KWDDNOH,"Cuando la gente no me toma en cuenta, cuando otros se creen superiores","Cuando la gente no me toma en cuenta, cuando otros se creen superiores",15
4/25/2024 11:42:43,5CHTZV8O,"Me siento estresado cuando mis pendientes se empiezan a cumular, aunque no necesariamente sea porque procrastino, sino más bien que pienso mucho en que al estar haciendo un pendiente, después hay otro y otro. etc. Las situaciones en las que me siento molesto son cuando hago algo que no estoy cómodo haciendo, o que no quería hacer en primer lugar, pero las circunstancias me obligan a hacerlo.","Me siento estresado cuando mis pendientes se empiezan a cumular, aunque no necesariamente sea porque procrastino, sino más bien que pienso mucho en que al estar haciendo un pendiente, después hay otro y otro. etc. Las situaciones en las que me siento molesto son cuando hago algo que no estoy cómodo haciendo, o que no quería hacer en primer lugar, pero las circunstancias me obligan a hacerlo.",96
4/25/2024 12:15:55,RQF9W09V,Estando en mi casa conviviendo con mi mama,Estando en mi casa conviviendo con mi mama,11
4/25/2024 12:16:44,Q7YR6JAL,En la universidad y momentos de vida adulta.,En la universidad y momentos de vida adulta.,9
4/25/2024 12:21:21,YMU2FALS,Cuando situaciones internas o externas no terminan como yo deseaba.,Cuando situaciones internas o externas no terminan como yo deseaba.,16
4/25/2024 12:28:34,BUUJHLBW,Cuando no estoy cumpliendo con los tiempos de mis cronogramas en el calendario ,Cuando no estoy cumpliendo con los tiempos de mis cronogramas en el calendario,19
4/25/2024 12:54:19,6OG08UL5,Cuando se juntan muchas cosas por hacer y la gente no toma en cuenta que también necesito de descansos o espacios libres,Cuando se juntan muchas cosas por hacer y la gente no toma en cuenta que también necesito de descansos o espacios libres,27
4/25/2024 12:55:12,UYE2QAWR,Molesto,Molesto,2
4/25/2024 13:02:31,0YIJFHVF,En el trabajo,En el trabajo,3
4/25/2024 13:31:22,0WK1Q15C,cuando las cosas no salen segun lo planeado ,cuando las cosas no salen segun lo planeado,10
4/25/2024 14:51:28,89R7BFY3,Cuando tengo que hacer varias actividades ,Cuando tengo que hacer varias actividades,7
4/25/2024 18:06:23,W8897XTA,Cuando tengo que realizar muchas actividades  y siento que son muchas o son difíciles y solo tengo poco tiempo para realizarlas,Cuando tengo que realizar muchas actividades y siento que son muchas o son difíciles y solo tengo poco tiempo para realizarlas,26
4/25/2024 18:26:25,MOXPM084,Cuando no me salen las cosas y falta poco tiempo para entregarlas,Cuando no me salen las cosas y falta poco tiempo para entregarlas,15
4/25/2024 18:32:43,DXF0Z2FN,"Por lo regular me estreso cuando siento que no aprendo más de lo que ya sé o algo no me aporta nada novedoso, también cuando siento que no avanzo en proyectos o de manera personal, es frustrante pero suelo mantener la calma y pensar en que si cambio yo cambia mi entorno.","Por lo regular me estreso cuando siento que no aprendo más de lo que ya sé o algo no me aporta nada novedoso, también cuando siento que no avanzo en proyectos o de manera personal, es frustrante pero suelo mantener la calma y pensar en que si cambio yo cambia mi entorno.",68
4/25/2024 18:42:00,NDMKZW1M,"Cuando estoy en el trabajo cansado, cuando me llevan la contraria, enojada","Cuando estoy en el trabajo cansado, cuando me llevan la contraria, enojada",18
4/25/2024 19:18:17,A8QN8I2L,Problemas en los que no logro controlar las cosas que ocurren ,Problemas en los que no logro controlar las cosas que ocurren,14
