Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens,Emocion
4/23/2024 19:48:07,60S1CVNZ,Con preocupación y nerviosismo ,Con preocupación y nerviosismo,9,Ira
4/23/2024 19:48:07,GKU8ECFL,Pues con calma y trato de solucionarlo y si ya no se puede asumo las consecuencias ,Pues con calma y trato de solucionarlo y si ya no se puede asumo las consecuencias,24,Ira
4/23/2024 19:48:07,WED8UH5D,Me enojo ,Me enojo,3,Ira
4/23/2024 19:48:07,FM5YVNM2,Siempre digo que por algo esta pasando y lo tomo del lado positivo aunque aveces me estréso ,Siempre digo que por algo esta pasando y lo tomo del lado positivo aunque aveces me estréso,23,Ira
4/23/2024 19:48:07,TOKIQV38,"Primero me preocupo, si afecta ha alguien más pido disculpas, luego me siento culpable conmigo misma, y tomo nota sobre los factores que pudieron llegar a aportar a que pasara el suceso inesperado, para que así en la próxima situación similar pueda prevenir dicho suceso. ","Primero me preocupo, si afecta ha alguien más pido disculpas, luego me siento culpable conmigo misma, y tomo nota sobre los factores que pudieron llegar a aportar a que pasara el suceso inesperado, para que así en la próxima situación similar pueda prevenir dicho suceso.",69,Ira
4/23/2024 19:48:16,QHVZR83J,"1.Trato de mantener la calma.
2.En algunas ocasiones me pongo a llorar.
3.Busco alguna solucion y aprendo de la experiencia.",1.Trato de mantener la calma. 2.En algunas ocasiones me pongo a llorar. 3.Busco alguna solucion y aprendo de la experiencia.,37,Ira
4/23/2024 19:52:34,QXIEYINQ,"Trato de llevarlo lo más a la ligera posible, si es algo en lo que no tenga control trato de no estresarme.","Trato de llevarlo lo más a la ligera posible, si es algo en lo que no tenga control trato de no estresarme.",30,Ira
4/23/2024 20:03:37,KLWAYA6Z,"Me da mucha ansiedad y me cierro, ya no sé cómo actuar pero después me tranquilizo y analizo que puedo hacer para salir de esa siguacion ","Me da mucha ansiedad y me cierro, ya no sé cómo actuar pero después me tranquilizo y analizo que puedo hacer para salir de esa siguacion",39,Ira
4/23/2024 20:13:28,U57VENCU,"me frustro, me estreso, me enojo","me frustro, me estreso, me enojo",13,Ira
4/23/2024 20:13:37,A2IERC7W,Suelo molestarme conmigo ,Suelo molestarme conmigo,7,Ira
4/23/2024 20:18:00,9N5PTUUF,"Me río, me sereno y lo tomo con calma, se que todo pasa por algo y estresarme con el “hubiera”, no sirve.","Me río, me sereno y lo tomo con calma, se que todo pasa por algo y estresarme con el “hubiera”, no sirve.",33,Ira
4/23/2024 20:28:40,SXA26XSC,"Al principio tengo una sensación de urgencia que me hace querer mover cielo mar y tierra para poder arreglar lo sucedido, en caso de no ser posible hacerlo tan rápido como me gustaría suelo molestarme y estresarme por un rato, hasta que reflexionando logro calmarme para de esa forma afrontar la situación de la mejor manera.","Al principio tengo una sensación de urgencia que me hace querer mover cielo mar y tierra para poder arreglar lo sucedido, en caso de no ser posible hacerlo tan rápido como me gustaría suelo molestarme y estresarme por un rato, hasta que reflexionando logro calmarme para de esa forma afrontar la situación de la mejor manera.",81,Ira
4/23/2024 20:30:08,XEDRH93Z,"Mantengo la calma y busco posibles soluciones. Por ejemplo: si se me acaba la batería, le pregunto a mis amigos o compañeros si me prestan cargador. Si olvide las llaves le marco a uno de mis roomies para ver si me pues ayudar a entrar.","Mantengo la calma y busco posibles soluciones. Por ejemplo: si se me acaba la batería, le pregunto a mis amigos o compañeros si me prestan cargador. Si olvide las llaves le marco a uno de mis roomies para ver si me pues ayudar a entrar.",62,Ira
4/23/2024 20:43:09,S8Y84CH8,Empiezo a resolver el problema haciendo muchos planes para arreglar la situación. ,Empiezo a resolver el problema haciendo muchos planes para arreglar la situación.,17,Ira
4/23/2024 20:44:26,HG74CPSK,Con desesperación y enojo ,Con desesperación y enojo,8,Ira
4/23/2024 21:02:39,L2RH302J,"Al principio si es verdad que te da un golpe de preocupacion al pensar en todas las consecuencias que puede traer la situacion, pero despues intento relajerme y pensar en una manera de solucionarla.","Al principio si es verdad que te da un golpe de preocupacion al pensar en todas las consecuencias que puede traer la situacion, pero despues intento relajerme y pensar en una manera de solucionarla.",50,Ira
4/23/2024 21:05:33,FN2PCHS1,Al principio siento un poco de ansiedad pero luego se me quitan esas preocupaciones,Al principio siento un poco de ansiedad pero luego se me quitan esas preocupaciones,21,Ira
4/23/2024 21:10:29,GUS8V807,"Regularmente las lamento por un tiempo muy corto y procedo a aceptarlas, buscar soluciones antes que enfocarse en el problema. ","Regularmente las lamento por un tiempo muy corto y procedo a aceptarlas, buscar soluciones antes que enfocarse en el problema.",30,Ira
4/23/2024 21:26:04,3GGBO8RK,Sí es algo que no considero muy importante o urgente no le doy mucha importancia pero si es importante o es urgente entonces busco rápidamente alguna solución pero sino encuentro ninguna dependiendo de qué tanta importancia o que tan urgente sea entonces es probable que me sienta impotente y triste.,Sí es algo que no considero muy importante o urgente no le doy mucha importancia pero si es importante o es urgente entonces busco rápidamente alguna solución pero sino encuentro ninguna dependiendo de qué tanta importancia o que tan urgente sea entonces es probable que me sienta impotente y triste.,62,Ira
4/23/2024 21:27:00,3DA9WB82,Me siento frustada y sin control de las situaciones,Me siento frustada y sin control de las situaciones,12,Ira
4/23/2024 21:37:25,4SUVP1WR,"primero con mucha frustración por dentro pero con calma por fuera, luego trato de mantener la calma por dentro, luego trato de pensar en que hay cosas que no controlamos y hay cosas que simplemente pueden salir mal, luego trato de seguir con mi día/vida. ","primero con mucha frustración por dentro pero con calma por fuera, luego trato de mantener la calma por dentro, luego trato de pensar en que hay cosas que no controlamos y hay cosas que simplemente pueden salir mal, luego trato de seguir con mi día/vida.",59,Ira
4/23/2024 22:47:07,JOAT36RK,"Algunas veces estoy sensible y es cuando lloro, grito o me siento unos momentos. Pero normalmente simplemente busco la forma de seguir con mis actividades urgentes y solucionar los problemas ","Algunas veces estoy sensible y es cuando lloro, grito o me siento unos momentos. Pero normalmente simplemente busco la forma de seguir con mis actividades urgentes y solucionar los problemas",41,Ira
4/23/2024 22:57:11,53EHQAPE,Me siento frustrada y desesperada ,Me siento frustrada y desesperada,10,Ira
4/23/2024 23:46:42,PVDRLPQL,"Trato de aprender de ello y luego no martirizar la situación. Si algo inesperado paso y estaba en mi mano hacerlo mejor, me reprochó por ello, trato de ver cómo lo puedo hacer mejor y la próxima vez estar listo, pero después de eso lo olvido y no dejo que apodere de mi mente. Si no estaba en mi mano el cambiar algo, simplemente voy directo a la parte donde me alejo de los pensamientos negativos e intento seguir lo mejor que se pueda.","Trato de aprender de ello y luego no martirizar la situación. Si algo inesperado paso y estaba en mi mano hacerlo mejor, me reprochó por ello, trato de ver cómo lo puedo hacer mejor y la próxima vez estar listo, pero después de eso lo olvido y no dejo que apodere de mi mente. Si no estaba en mi mano el cambiar algo, simplemente voy directo a la parte donde me alejo de los pensamientos negativos e intento seguir lo mejor que se pueda.",109,Ira
4/23/2024 23:57:44,K8SLYVAW,"En un principio, me quedo trabado mentalmente en la situación presente y como sucedió, posteriormente tomo varios respiros hondos con la técnica de respiración triangular, considero todas las opciones a tomar de manera inmediata y tomo la que considere mejor en su momento.","En un principio, me quedo trabado mentalmente en la situación presente y como sucedió, posteriormente tomo varios respiros hondos con la técnica de respiración triangular, considero todas las opciones a tomar de manera inmediata y tomo la que considere mejor en su momento.",60,Ira
4/24/2024 0:02:54,TUNKCUEZ,"Estrés y a la vez no me concentro por pensar en las alternativas o formas de resolver el problema, me hago en un mar de ideas y opciones para solucionar el problema","Estrés y a la vez no me concentro por pensar en las alternativas o formas de resolver el problema, me hago en un mar de ideas y opciones para solucionar el problema",41,Ira
4/24/2024 1:16:24,5I7IDE86,"Con tranquilidad, he aprendido que de nada sirve estarme alterando por problemas que pueden tener solución. ","Con tranquilidad, he aprendido que de nada sirve estarme alterando por problemas que pueden tener solución.",25,Ira
4/24/2024 10:55:51,WG8ABYZS,"Actualmente, tomo un respiro hondo y vuelvo a pensar en cómo solucionarlo","Actualmente, tomo un respiro hondo y vuelvo a pensar en cómo solucionarlo",21,Ira
4/24/2024 11:16:48,QCURT76I,al principio me molesto pero siempre logro solo sentirlo y dejarlo ir ,al principio me molesto pero siempre logro solo sentirlo y dejarlo ir,16,Ira
4/24/2024 11:24:06,8OVFX977,"Un poco preocupado, nervioso ","Un poco preocupado, nervioso",10,Ira
4/24/2024 11:27:42,PPZXS8CP,Enojo o estrés.,Enojo o estrés.,6,Ira
4/24/2024 11:28:12,T38J7JB4,ME ENOJO POR UN MOMENTO Y SE ME QUITA.,ME ENOJO POR UN MOMENTO Y SE ME QUITA.,19,Ira
4/24/2024 11:29:56,TE4FJ4MH,Me estreso ,Me estreso,4,Ira
4/24/2024 11:30:15,ZELPD30F,Me estreso de que no me salen las cosas como yo quiero. ,Me estreso de que no me salen las cosas como yo quiero.,17,Ira
4/24/2024 11:31:24,PUV5RTZG,"Son situaciones de estrés, ya que no cuentas que te pase eso, pero en mi modo de pensar es mejor hablar con la verdad y buscar solucion al problema ","Son situaciones de estrés, ya que no cuentas que te pase eso, pero en mi modo de pensar es mejor hablar con la verdad y buscar solucion al problema",35,Ira
4/24/2024 11:32:16,33JDURG7,"Si llevo una mala racha de cosas, yo lloro ","Si llevo una mala racha de cosas, yo lloro",13,Ira
4/24/2024 11:32:59,EAM2O87V,Depende del nivel de importancia de la situación. Si es muy grave me preocupo y comienzo a ser más hostil. Si no es grave solo recapacito y busco una solución. ,Depende del nivel de importancia de la situación. Si es muy grave me preocupo y comienzo a ser más hostil. Si no es grave solo recapacito y busco una solución.,41,Ira
4/24/2024 11:33:22,H22AN93K,Cabeza fría y buscar la solución más adaptable,Cabeza fría y buscar la solución más adaptable,13,Ira
4/24/2024 11:35:28,IRB84959,"Me suelo frustrar, aunque trato de calmarme, depende de cómo me sienta, siempre resuelvo la situación por mi cuenta, pero después de lo sucedido suelo sobre pensarlo ","Me suelo frustrar, aunque trato de calmarme, depende de cómo me sienta, siempre resuelvo la situación por mi cuenta, pero después de lo sucedido suelo sobre pensarlo",40,Ira
4/24/2024 11:39:35,XOF6KQ1G,Con tranquilidad y intento resolver en el momento ,Con tranquilidad y intento resolver en el momento,11,Ira
4/24/2024 11:40:06,1GC9M0FT,Tranquilo,Tranquilo,4,Ira
4/24/2024 11:41:02,DZ9DN7BK,Si es un situación importante tiendo a buscar urgentemente una solución de lo contrario me lo tomo con calma,Si es un situación importante tiendo a buscar urgentemente una solución de lo contrario me lo tomo con calma,24,Ira
4/24/2024 11:41:30,ZF56737V,"Soy muy tranquilo, solo hago lo que está en mis manos para resolver tal situación, no me molesto conmigo ni con lo que sucede","Soy muy tranquilo, solo hago lo que está en mis manos para resolver tal situación, no me molesto conmigo ni con lo que sucede",34,Ira
4/24/2024 11:53:22,HGX6HZA2,"Seimpre maternerme en calma, buscar soluciones por tan simples que sean, pero tratar de salir de ese problema los mas antes posible.","Seimpre maternerme en calma, buscar soluciones por tan simples que sean, pero tratar de salir de ese problema los mas antes posible.",30,Ira
4/24/2024 11:57:08,S2ATVULP,Me da igual,Me da igual,3,Ira
4/24/2024 11:58:50,GFSFOGBV,"Si ya es inevitable, solo calmarme y dejar de apresurarme, relajarme y llegar con la mente tranquila a donde voy, no se puede evitar lo inevitable","Si ya es inevitable, solo calmarme y dejar de apresurarme, relajarme y llegar con la mente tranquila a donde voy, no se puede evitar lo inevitable",44,Ira
4/24/2024 12:03:52,DPW9GBQ3,"Primero es la frustración y el sentimiento de enojo por situaciones simples, pero después guardo la calma y veo la mejor manera de tomarlo","Primero es la frustración y el sentimiento de enojo por situaciones simples, pero después guardo la calma y veo la mejor manera de tomarlo",34,Ira
4/24/2024 12:10:15,2YB4F1WO,Me pongo nervioso pero trato de solucionarlo de cualquier manera,Me pongo nervioso pero trato de solucionarlo de cualquier manera,17,Ira
4/24/2024 12:11:29,LOKQGFF4,"trato de darle una menor importancia y evitar preocuparme tanto ya soy mas de la filosofía de ""Si un problema tiene solución ¿para qué preocuparse? y si no lo tiene, ¿para qué preocuparse?""","trato de darle una menor importancia y evitar preocuparme tanto ya soy mas de la filosofía de ""Si un problema tiene solución ¿para qué preocuparse? y si no lo tiene, ¿para qué preocuparse?""",51,Ira
4/24/2024 12:19:11,LI6RUZZW,"Supongo que por un momento siento frustración conmigo mismo, pero al mismo tiempo me tranquilizó por qué siempre he pensado que todas las cosas pasan por algo","Supongo que por un momento siento frustración conmigo mismo, pero al mismo tiempo me tranquilizó por qué siempre he pensado que todas las cosas pasan por algo",40,Ira
4/24/2024 12:20:06,VHUGEE7Y,Con frustración.,Con frustración.,5,Ira
4/24/2024 12:24:41,U5RVW5N7,Mantengo la calma y busco soluciones prácticas,Mantengo la calma y busco soluciones prácticas,12,Ira
4/24/2024 12:25:11,NG3F2CJ4,"Al principio me pongo nerviosa y ansiosa, pero busco siempre de encontrar una solución ","Al principio me pongo nerviosa y ansiosa, pero busco siempre de encontrar una solución",20,Ira
4/24/2024 12:26:00,ETSMGZBD,Me estresa ,Me estresa,3,Ira
4/24/2024 12:33:39,AY3IGV3Q,"Si ya ocurrió algo, pero tiene solución, acepto los hechos, pero tomo acción inmediata para solucionarlo, o a futuro para evitar que vuelva a pasar.
Creo que lo saque de una película, entonces a mi familia le pasan mucho este tipo de cosas, siempre lo que más molesta es el tiempo desperdiciado o las distancias que hay que viajar, pero siempre digo ""¿se murió alguien?, no, ¿verdad?, entonces ahorita lo resolvemos"".
es el típico ""ahorita vemos que pedo"" porque no tiene sentido lamentarse, si únicamente te quedas pensando en el hubiera, no va a pasar nada.","Si ya ocurrió algo, pero tiene solución, acepto los hechos, pero tomo acción inmediata para solucionarlo, o a futuro para evitar que vuelva a pasar. Creo que lo saque de una película, entonces a mi familia le pasan mucho este tipo de cosas, siempre lo que más molesta es el tiempo desperdiciado o las distancias que hay que viajar, pero siempre digo ""¿se murió alguien?, no, ¿verdad?, entonces ahorita lo resolvemos"". es el típico ""ahorita vemos que pedo"" porque no tiene sentido lamentarse, si únicamente te quedas pensando en el hubiera, no va a pasar nada.",147,Ira
4/24/2024 12:38:17,EUW2F405,"Lo primero que se me viene a la mente es ""ay, qué voy a hacer"".
Ya de ahí me calmo, veo que hay muchas otra soluciones y ya. ","Lo primero que se me viene a la mente es ""ay, qué voy a hacer"". Ya de ahí me calmo, veo que hay muchas otra soluciones y ya.",38,Ira
4/24/2024 12:53:16,ZLQAYMFG,"Busco las soluciones posibles al problema, si no existe una solución que me ayude simplemente afronto la situación.","Busco las soluciones posibles al problema, si no existe una solución que me ayude simplemente afronto la situación.",24,Ira
4/24/2024 12:56:33,LQY5OSVH,Externamente calmado y tolerante por dentro surge una ansiedad pero no la hago notoria,Externamente calmado y tolerante por dentro surge una ansiedad pero no la hago notoria,24,Ira
4/24/2024 13:03:03,Y5I54ZU1,Con preocupación ,Con preocupación,5,Ira
4/24/2024 13:30:30,1Y7ATVYP,"Con calma, prefiero relajarme primero  ","Con calma, prefiero relajarme primero",12,Ira
4/24/2024 13:43:01,U3RWWQRL,Llorar y después buscar una alternativa para solucionar. ,Llorar y después buscar una alternativa para solucionar.,13,Ira
4/24/2024 13:48:24,EG8V8IQ1,"Con calma , al momento un poco de enojo pero trato de sacar soluciones para poder hacerlo ","Con calma , al momento un poco de enojo pero trato de sacar soluciones para poder hacerlo",22,Ira
4/24/2024 14:34:04,POQ9TK13,Tomo con calma todo y siempre busca formas de como solucionar el problema con el que se me avecine ,Tomo con calma todo y siempre busca formas de como solucionar el problema con el que se me avecine,23,Ira
4/24/2024 15:03:56,VONE103T,"Me gusta calmarme al darme cuenta que es algo que no puedo controlar, y después solucionarlo ","Me gusta calmarme al darme cuenta que es algo que no puedo controlar, y después solucionarlo",25,Ira
4/24/2024 15:34:08,893V9WHU,"Si esa situación inesperada trae una consecuencia, me estresó y me pongo de mal humor o triste. Si la situación no causa ninguna consecuencia, trato de relajarme. ","Si esa situación inesperada trae una consecuencia, me estresó y me pongo de mal humor o triste. Si la situación no causa ninguna consecuencia, trato de relajarme.",42,Ira
4/24/2024 15:43:23,JPFVNJKI,"Me frustro, y en ocasiones llego a enojarme o llorar","Me frustro, y en ocasiones llego a enojarme o llorar",17,Ira
4/24/2024 15:48:07,QU685VKV,"Intento remediarlo, pero es momentáneo.","Intento remediarlo, pero es momentáneo.",12,Ira
4/24/2024 15:54:20,Z6ZGAS4H,"Anteriormente me hubiera enojado y decirme a mi misma que no sirvo para nada. 
Pero ahora solo suelo decirme, ""Bien, para la otra hay que poner más atención para que esto no vuelva a suceder""","Anteriormente me hubiera enojado y decirme a mi misma que no sirvo para nada. Pero ahora solo suelo decirme, ""Bien, para la otra hay que poner más atención para que esto no vuelva a suceder""",49,Ira
4/24/2024 16:24:34,I7OEHA3M,pienso en una solución y si no encuentro una simplemente actuó según las consecuencias ,pienso en una solución y si no encuentro una simplemente actuó según las consecuencias,17,Ira
4/24/2024 16:25:34,945RIESS,"Pienso, busco una solución y la aplicó, si no funciona la más rápida, busca la más correcta.","Pienso, busco una solución y la aplicó, si no funciona la más rápida, busca la más correcta.",27,Ira
4/24/2024 16:42:06,OY89I1AT,"Pánico, preocupada","Pánico, preocupada",7,Ira
4/24/2024 17:26:44,MHA8ZTS5,"Enojo inicialmente, después me calmo e intento solucionar los inconvenientes ","Enojo inicialmente, después me calmo e intento solucionar los inconvenientes",18,Ira
4/24/2024 18:05:56,RA4Y9X5E,"Veo como solucionarlo por ejemplo si es que mi celular se quedo sin bateria le pido a un amigo que me preste un cargador, si olvido mis llaves pues le aviso a mi mama que olvide mis llaves y que si me presta las suyas ","Veo como solucionarlo por ejemplo si es que mi celular se quedo sin bateria le pido a un amigo que me preste un cargador, si olvido mis llaves pues le aviso a mi mama que olvide mis llaves y que si me presta las suyas",61,Ira
4/24/2024 18:20:17,LXDB8W6X,Intento respirar y ver lo positivo ,Intento respirar y ver lo positivo,9,Ira
4/24/2024 18:20:36,G6ZRICXV,Enojo conmigo mismo y frustración,Enojo conmigo mismo y frustración,9,Ira
4/24/2024 18:27:11,S1Z2D8M2,Al principio me preocupo pero despues dejo que pase ya que algunas cosas no estan a mi alcanze de poder evitarlas ,Al principio me preocupo pero despues dejo que pase ya que algunas cosas no estan a mi alcanze de poder evitarlas,30,Ira
4/24/2024 19:06:32,RC5G5VFK,"Me estreso, muchas veces lloro por que todo lo tengo bajo tiempos para poder realizar las mayores actividades posibles ","Me estreso, muchas veces lloro por que todo lo tengo bajo tiempos para poder realizar las mayores actividades posibles",24,Ira
4/24/2024 19:07:31,947J0Q5A,"Usualmente me desespero, pero ya llegado un punto solo pienso en solucionarlo","Usualmente me desespero, pero ya llegado un punto solo pienso en solucionarlo",21,Ira
4/24/2024 19:40:22,W9LAW009,Reacciono de forma irritada pero a veces me puedo calmar relativamente rápido si son situaciones insignificantes como llegar tardar al trabajo o si mi celular se descarga.,Reacciono de forma irritada pero a veces me puedo calmar relativamente rápido si son situaciones insignificantes como llegar tardar al trabajo o si mi celular se descarga.,40,Ira
4/24/2024 19:48:20,2QH0OQRP,"A veces lloro, o me siento triste y decaída todo el día; depende la gravedad, los ejemplos de la pregunta son mínimos, sentiría un poco de frustración, pero hasta ahí. ","A veces lloro, o me siento triste y decaída todo el día; depende la gravedad, los ejemplos de la pregunta son mínimos, sentiría un poco de frustración, pero hasta ahí.",45,Ira
4/24/2024 19:53:13,9FBVNJ3U,"Trato de ser lo más centrada posible , ya que si nos exponernos a situaciones de enojo o nervios puede llegar a tomarse una mala decisión","Trato de ser lo más centrada posible , ya que si nos exponernos a situaciones de enojo o nervios puede llegar a tomarse una mala decisión",33,Ira
4/24/2024 20:57:53,IRIJAUXK,"Enojo, pues las cosas no salieron como yo las tenía planeadas. Aunque aveces puedo pensar de manera racional y reaccionar de manera indiferente pues no tengo el control de ellas.","Enojo, pues las cosas no salieron como yo las tenía planeadas. Aunque aveces puedo pensar de manera racional y reaccionar de manera indiferente pues no tengo el control de ellas.",44,Ira
4/24/2024 21:00:13,H7ZSLKYX,trato de estar tranquila no esta en mis posibilidades que cambie. ,trato de estar tranquila no esta en mis posibilidades que cambie.,17,Ira
4/24/2024 22:49:25,ZNQELPB7,"Me estreso si la situación puede llegar a ser perjudicial, pero si la situación no es realmente grave simplemente siento una pequeña molestia o incomodidad al inicio pero le voy quitando la importancia, pues es casi irrelevante al final, con eso logro desestresarme.","Me estreso si la situación puede llegar a ser perjudicial, pero si la situación no es realmente grave simplemente siento una pequeña molestia o incomodidad al inicio pero le voy quitando la importancia, pues es casi irrelevante al final, con eso logro desestresarme.",67,Ira
4/24/2024 23:23:27,J9Q8IXFH,me pongo muy serio o me molesta todo,me pongo muy serio o me molesta todo,11,Ira
4/24/2024 23:33:27,2ON6FVSH,Me estreso pero busco soluciones ,Me estreso pero busco soluciones,9,Ira
4/25/2024 9:36:25,ES771SD8,"Tratar de arreglar el problema, buscar soluciones acorde a la situación, claro que mientras tenga solución sé que puedo hacer algo","Tratar de arreglar el problema, buscar soluciones acorde a la situación, claro que mientras tenga solución sé que puedo hacer algo",29,Ira
4/25/2024 10:52:29,FZRWA0SY,"Me sentiria frustado , pero posteriormente intentaria retomar la calma y ver lo positivo de la situacion , tal vez por algun motivos pasaron las cosas , y no hay que apresurar nada , hay que vivir la vida tranquila y estar bien consigo mismo","Me sentiria frustado , pero posteriormente intentaria retomar la calma y ver lo positivo de la situacion , tal vez por algun motivos pasaron las cosas , y no hay que apresurar nada , hay que vivir la vida tranquila y estar bien consigo mismo",59,Ira
4/25/2024 11:40:29,1KWDDNOH,"A veces soy indiferente, ""despreocupado""
Y en situaciones importantes siempre trato de mantener la calma","A veces soy indiferente, ""despreocupado"" Y en situaciones importantes siempre trato de mantener la calma",25,Ira
4/25/2024 11:42:43,5CHTZV8O,"Al principio me lamento por lo sucedido, pero pronto acepto que no es útil lamentarse y me pongo a buscar soluciones. ","Al principio me lamento por lo sucedido, pero pronto acepto que no es útil lamentarse y me pongo a buscar soluciones.",30,Ira
4/25/2024 12:15:55,RQF9W09V,Con estrés y tristeza,Con estrés y tristeza,6,Ira
4/25/2024 12:16:44,Q7YR6JAL,"Dependiendo el escenario, mayormente enojo y después pensar en una solución inmediata ya con la mente despejada.","Dependiendo el escenario, mayormente enojo y después pensar en una solución inmediata ya con la mente despejada.",26,Ira
4/25/2024 12:21:21,YMU2FALS,"Depende de la gravedad del asunto, lo importante siempre va a ser mantener la cabeza fría ","Depende de la gravedad del asunto, lo importante siempre va a ser mantener la cabeza fría",21,Ira
4/25/2024 12:28:34,BUUJHLBW,Maldecir la situación y después ver la mejor forma de solucionar la problemática ,Maldecir la situación y después ver la mejor forma de solucionar la problemática,18,Ira
4/25/2024 12:54:19,6OG08UL5,"Evaluó como puedo superar dicho problema y veo de que forma puedo lograrlo, sin necesidad de incomodar a terceras personas ","Evaluó como puedo superar dicho problema y veo de que forma puedo lograrlo, sin necesidad de incomodar a terceras personas",31,Ira
4/25/2024 12:55:12,UYE2QAWR,Me desepero o me quedo confuso,Me desepero o me quedo confuso,11,Ira
4/25/2024 13:02:31,0YIJFHVF,"Un poco achicopalao, mayormente trato de llegar temprano ","Un poco achicopalao, mayormente trato de llegar temprano",15,Ira
4/25/2024 13:31:22,0WK1Q15C,Trato de no estresarme y buscar una solucion,Trato de no estresarme y buscar una solucion,13,Ira
4/25/2024 14:51:28,89R7BFY3,Con enojo hacia las actividades que tengo que realizar ,Con enojo hacia las actividades que tengo que realizar,11,Ira
4/25/2024 18:06:23,W8897XTA,"Me suelo estresar, pero trato de buscar una forma de resolverlo ","Me suelo estresar, pero trato de buscar una forma de resolverlo",16,Ira
4/25/2024 18:26:25,MOXPM084,"Pienso en posibles soluciones, no me desespero rápido","Pienso en posibles soluciones, no me desespero rápido",14,Ira
