Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens,Emocion
4/23/2024 19:48:07,60S1CVNZ,"Analizar el problema, tomar ventajas y desventajas y analizarlas para llegar a buena decision","Analizar el problema, tomar ventajas y desventajas y analizarlas para llegar a buena decision",22,Miedo
4/23/2024 19:48:07,GKU8ECFL,"1. Platicar con alguen cercano o con experiencia para que me oriente 
2.Reflecionar mi desicion 
3.Dar mi eleccion ",1. Platicar con alguen cercano o con experiencia para que me oriente 2.Reflecionar mi desicion 3.Dar mi eleccion,31,Miedo
4/23/2024 19:48:07,WED8UH5D,Respirar y pensar lo más que pueda mi respuesta ,Respirar y pensar lo más que pueda mi respuesta,11,Miedo
4/23/2024 19:48:07,FM5YVNM2,Pienso que pasara si tomo esa decisión y que no si me da beneficios ,Pienso que pasara si tomo esa decisión y que no si me da beneficios,18,Miedo
4/23/2024 19:48:07,TOKIQV38,"Primero analizar la situación, posteriormente analizar las posibles soluciones, descartar las que no aportan y de esa forma quedarme con la elección más prudente y concisa. ","Primero analizar la situación, posteriormente analizar las posibles soluciones, descartar las que no aportan y de esa forma quedarme con la elección más prudente y concisa.",41,Miedo
4/23/2024 19:48:16,QHVZR83J,"1.Comprender bien cual es el problema.
2.Analizar las ventajas y desventajas.
3.Pensar si la eleccion que tome puede ser perjudicial para mi.
4.Platicar con la persona que más confianza tengo para tener una opinion más.
5.Tomar la eleccion que crea correcta.",1.Comprender bien cual es el problema. 2.Analizar las ventajas y desventajas. 3.Pensar si la eleccion que tome puede ser perjudicial para mi. 4.Platicar con la persona que más confianza tengo para tener una opinion más. 5.Tomar la eleccion que crea correcta.,74,Miedo
4/23/2024 19:52:34,QXIEYINQ,"1. Ver los pros y los contras
2. Ignorar lo anterior y seguir mi intuición",1. Ver los pros y los contras 2. Ignorar lo anterior y seguir mi intuición,23,Miedo
4/23/2024 20:03:37,KLWAYA6Z,"Meditarlo, contarle a personas cercanas, volver a meditarlo pero ahora tomando en cuenta sus opiniones e informarme ","Meditarlo, contarle a personas cercanas, volver a meditarlo pero ahora tomando en cuenta sus opiniones e informarme",27,Miedo
4/23/2024 20:13:28,U57VENCU,"analizo la situación
recreo todos los escenarios que pueden suceder
reconozco las consecuencias
pienso las alternativas 
elijo la decisión",analizo la situación recreo todos los escenarios que pueden suceder reconozco las consecuencias pienso las alternativas elijo la decisión,32,Miedo
4/23/2024 20:13:37,A2IERC7W,"Analizar la situación y las opciones disponibles, hacer una valoración de la mejor desición según mis criterios y actuar ","Analizar la situación y las opciones disponibles, hacer una valoración de la mejor desición según mis criterios y actuar",27,Miedo
4/23/2024 20:18:00,9N5PTUUF,"Tranquilizarme, Meditar, Orar, pues creo en Dios.","Tranquilizarme, Meditar, Orar, pues creo en Dios.",19,Miedo
4/23/2024 20:28:40,SXA26XSC,"lo primero que haría sería colocar en una lista los posibles resultados de determinadas decisiones y así mismo anotar sus ventajas y desventajas, si una de esas opciones resulta más adecuada para lo que estoy buscando tomaría esa, en caso de no poder decidirme pediría consejo de alguien mayor que haya pasado por alguna situación similar, finalmente, ya con la decisión echa hablaría con mis padres para preguntarles su opinión y si cuento con su aprobación ","lo primero que haría sería colocar en una lista los posibles resultados de determinadas decisiones y así mismo anotar sus ventajas y desventajas, si una de esas opciones resulta más adecuada para lo que estoy buscando tomaría esa, en caso de no poder decidirme pediría consejo de alguien mayor que haya pasado por alguna situación similar, finalmente, ya con la decisión echa hablaría con mis padres para preguntarles su opinión y si cuento con su aprobación",99,Miedo
4/23/2024 20:30:08,XEDRH93Z,"Primero analizo la situación, consulto la opinión de personas de confianza o con experiencia en el tema, también busco información adicional. Analizo los puntos de vista y elijo la opción que considero mas adecuada.","Primero analizo la situación, consulto la opinión de personas de confianza o con experiencia en el tema, también busco información adicional. Analizo los puntos de vista y elijo la opción que considero mas adecuada.",48,Miedo
4/23/2024 20:43:09,S8Y84CH8,"Cuando debo hacer elecciones primero veo todas mis opciones, estudio los beneficios y consecuencias de tomar ese camino, analizo el grado de importancia y así hago una elección. ","Cuando debo hacer elecciones primero veo todas mis opciones, estudio los beneficios y consecuencias de tomar ese camino, analizo el grado de importancia y así hago una elección.",37,Miedo
4/23/2024 20:44:26,HG74CPSK,"Elegir el camino que más me convenga, o el que menos me afecte ","Elegir el camino que más me convenga, o el que menos me afecte",19,Miedo
4/23/2024 21:02:39,L2RH302J,"Principalmente pienso en todos las implicaciones de las decision tanto buenas como malas, despues analizar la mejor manera de resolver lo que tengo que hacer.","Principalmente pienso en todos las implicaciones de las decision tanto buenas como malas, despues analizar la mejor manera de resolver lo que tengo que hacer.",36,Miedo
4/23/2024 21:05:33,FN2PCHS1,"Pensar en las alternativas, pros y contras y si es algo que realmente haría ","Pensar en las alternativas, pros y contras y si es algo que realmente haría",20,Miedo
4/23/2024 21:10:29,GUS8V807,"Visualizo las posibilidades y analizo cómo me afectarían cada una de ellas, cuál es lo correcto y si esta se ajusta a mis deseos o no. Al igual que clasificar si la elección es basada en un deseo o en lo correcto. ","Visualizo las posibilidades y analizo cómo me afectarían cada una de ellas, cuál es lo correcto y si esta se ajusta a mis deseos o no. Al igual que clasificar si la elección es basada en un deseo o en lo correcto.",57,Miedo
4/23/2024 21:26:04,3GGBO8RK,Analizo lo más que puedo mis opciones tratando de considerar posibles ventajas y desventajas aunque sean solo de forma general y a partir de estás conclusiones tomaría una desición.,Analizo lo más que puedo mis opciones tratando de considerar posibles ventajas y desventajas aunque sean solo de forma general y a partir de estás conclusiones tomaría una desición.,42,Miedo
4/23/2024 21:27:00,3DA9WB82,1. Pensarla 2. Dialogarla 3.Tomar la decisión,1. Pensarla 2. Dialogarla 3.Tomar la decisión,16,Miedo
4/23/2024 21:37:25,4SUVP1WR,"Tratar de calmarme, tomar el tiempo que considero suficiente para valorar las opciones, ventajas, desventajas, etc. Formar un pequeño plan, tomar la decisión, tratar de hacer que funcione.","Tratar de calmarme, tomar el tiempo que considero suficiente para valorar las opciones, ventajas, desventajas, etc. Formar un pequeño plan, tomar la decisión, tratar de hacer que funcione.",48,Miedo
4/23/2024 22:47:07,JOAT36RK,"Reviso cuáles son las alternativas que tengo y decido cuál es la mejor dependiendo sus pros y contras, también depende cual siento que sería más conveniente para mí o mis gustos ","Reviso cuáles son las alternativas que tengo y decido cuál es la mejor dependiendo sus pros y contras, también depende cual siento que sería más conveniente para mí o mis gustos",45,Miedo
4/23/2024 22:57:11,53EHQAPE,"Recopilar todas mis alternativas, valoro beneficios y consecuencias, lo discuto con amigos","Recopilar todas mis alternativas, valoro beneficios y consecuencias, lo discuto con amigos",21,Miedo
4/23/2024 23:46:42,PVDRLPQL,"Lo primero sería analizar larga y a conciencia las opciones disponibles, e inclusive que tanta posibilidad hay de abrir nuevas opciones. Lo segundo sería elegir la mejor opción tomando en cuenta su impacto diferentes aspectos a corto y largo plazo. Finalmente, y con la elección ya tomada, ir fuerte y sin miedo con la elección tomada a menos que en verdad los primeros resultados sean muy negativos.","Lo primero sería analizar larga y a conciencia las opciones disponibles, e inclusive que tanta posibilidad hay de abrir nuevas opciones. Lo segundo sería elegir la mejor opción tomando en cuenta su impacto diferentes aspectos a corto y largo plazo. Finalmente, y con la elección ya tomada, ir fuerte y sin miedo con la elección tomada a menos que en verdad los primeros resultados sean muy negativos.",79,Miedo
4/23/2024 23:57:44,K8SLYVAW,"Tener en cuenta todas las opciones que estén dentro de mis posibilidades, posteriormente tomaría la que me haga sentirme más seguro y capaz de lidiar con sus consecuencias ya sean positivas y/o negativas.","Tener en cuenta todas las opciones que estén dentro de mis posibilidades, posteriormente tomaría la que me haga sentirme más seguro y capaz de lidiar con sus consecuencias ya sean positivas y/o negativas.",47,Miedo
4/24/2024 0:02:54,TUNKCUEZ,"Visualizar todas las opciones, analizar una por una sus ventajas y desventajas, e imaginar las consecuencias de decidir por una opción y cuál de ellas sería la mejor o la que no iría tan mal.","Visualizar todas las opciones, analizar una por una sus ventajas y desventajas, e imaginar las consecuencias de decidir por una opción y cuál de ellas sería la mejor o la que no iría tan mal.",49,Miedo
4/24/2024 1:16:24,5I7IDE86,"1. Pensar si la elección es lo mejor para mí y para las personas que pueda involucrar en dicha elección.

2. Pensar en las posibles causas y consecuencias.

3. Reflexionar. Si es la la mejor solución.",1. Pensar si la elección es lo mejor para mí y para las personas que pueda involucrar en dicha elección. 2. Pensar en las posibles causas y consecuencias. 3. Reflexionar. Si es la la mejor solución.,51,Miedo
4/24/2024 10:55:51,WG8ABYZS,"Analizo las consecuencias, alternativas y puntos de vista externos para discernir mi decisión ","Analizo las consecuencias, alternativas y puntos de vista externos para discernir mi decisión",22,Miedo
4/24/2024 11:16:48,QCURT76I,"identifico el problema, veo qué está a mi alcance y tomo las acciones necesarias","identifico el problema, veo qué está a mi alcance y tomo las acciones necesarias",20,Miedo
4/24/2024 11:24:06,8OVFX977,"Analizar la situación, ver las consecuencias y ver qué es lo mejor.","Analizar la situación, ver las consecuencias y ver qué es lo mejor.",17,Miedo
4/24/2024 11:27:42,PPZXS8CP,1. Pensar posibles escenarios. 2. Pensar en las consecuencias y 3. Seleccionar la más adecuada a mis pensamientos.,1. Pensar posibles escenarios. 2. Pensar en las consecuencias y 3. Seleccionar la más adecuada a mis pensamientos.,32,Miedo
4/24/2024 11:28:12,T38J7JB4,PONDERAR LAS VENTAJAS Y DESVENTAJAS,PONDERAR LAS VENTAJAS Y DESVENTAJAS,20,Miedo
4/24/2024 11:29:56,TE4FJ4MH,"Ver lo bueno y malo que puede pasar,en qué me afectaría positiva o negativamente","Ver lo bueno y malo que puede pasar,en qué me afectaría positiva o negativamente",19,Miedo
4/24/2024 11:30:15,ZELPD30F,"Respiro, pienso y me tranquilizo","Respiro, pienso y me tranquilizo",13,Miedo
4/24/2024 11:31:24,PUV5RTZG,"Plantearme la situación de la elección, pedir consejos de personas importantes en mi vida, ver si es conveniente o no hacerlo ","Plantearme la situación de la elección, pedir consejos de personas importantes en mi vida, ver si es conveniente o no hacerlo",29,Miedo
4/24/2024 11:32:16,33JDURG7,"1. Analizar la situación en todos los ángulos 
2. Escoger las tres mejores soluciones que se me ocurran
3. Analizar las posibles consecuencias de cada solución
4. Escoger la que mejor me parezca ",1. Analizar la situación en todos los ángulos 2. Escoger las tres mejores soluciones que se me ocurran 3. Analizar las posibles consecuencias de cada solución 4. Escoger la que mejor me parezca,52,Miedo
4/24/2024 11:32:59,EAM2O87V,Entender los pros y contras de cada decisión ,Entender los pros y contras de cada decisión,11,Miedo
4/24/2024 11:33:22,H22AN93K,"Tener todas las ventajas y desventajas, en que me sirve y como influye a futuro","Tener todas las ventajas y desventajas, en que me sirve y como influye a futuro",23,Miedo
4/24/2024 11:35:28,IRB84959,1 analizar mi panorama 2. Contemplar mis opciones 3. Hacer una comparación 4 concluir con la desicion ,1 analizar mi panorama 2. Contemplar mis opciones 3. Hacer una comparación 4 concluir con la desicion,27,Miedo
4/24/2024 11:39:35,XOF6KQ1G,Analizó mis opciones y veo los pros y contras,Analizó mis opciones y veo los pros y contras,15,Miedo
4/24/2024 11:40:06,1GC9M0FT,Ganar dinero ,Ganar dinero,3,Miedo
4/24/2024 11:41:02,DZ9DN7BK,"1 analizar todos los pros y contras posibles , cual es el costo y si vale la pena tomar el riesgo","1 analizar todos los pros y contras posibles , cual es el costo y si vale la pena tomar el riesgo",24,Miedo
4/24/2024 11:41:30,ZF56737V,analizar pros y contras de cada opción,analizar pros y contras de cada opción,10,Miedo
4/24/2024 11:53:22,HGX6HZA2,Ver las ventajas y desventajas de esa elección y cual podrian ser las consecuecias en caso de una mala desición,Ver las ventajas y desventajas de esa elección y cual podrian ser las consecuecias en caso de una mala desición,29,Miedo
4/24/2024 11:57:08,S2ATVULP,"Analizar, pensar la mejor opción y esperar lo peor","Analizar, pensar la mejor opción y esperar lo peor",13,Miedo
4/24/2024 11:58:50,GFSFOGBV,"Platicarlo con un amigo cercano, reflexionarlo con un grupo de amigos mas grande, platicarlo con mis padres y al final analizar pros y contras para finalmente tomar la decisión ","Platicarlo con un amigo cercano, reflexionarlo con un grupo de amigos mas grande, platicarlo con mis padres y al final analizar pros y contras para finalmente tomar la decisión",41,Miedo
4/24/2024 12:03:52,DPW9GBQ3,"1. Planeación, 2. Evaluación de Pros y Contras, 3. Definir posibles riesgos y alternativas, 4. Toma de decisión","1. Planeación, 2. Evaluación de Pros y Contras, 3. Definir posibles riesgos y alternativas, 4. Toma de decisión",35,Miedo
4/24/2024 12:10:15,2YB4F1WO,Investigar cual de las dos opciones me parecen favorables y comparar consecuencias ,Investigar cual de las dos opciones me parecen favorables y comparar consecuencias,18,Miedo
4/24/2024 12:11:29,LOKQGFF4,"creo que primero seria analizar las opciones, después pensar en cual es la opción que podría darme algún beneficio, ya sea que pueda darle una solución rápida y eficiente o si la opción que escoja podría darme un poco de felicidad sin perjudicar o perjudicando lo mas mínimo al prójimo, también en caso de no haber una buena opción tratar de buscar nuevas opciones aunque requieran de algún esfuerzo extra con tal de solucionar el problema o situación por ultimo dar respuesta de mi elección.","creo que primero seria analizar las opciones, después pensar en cual es la opción que podría darme algún beneficio, ya sea que pueda darle una solución rápida y eficiente o si la opción que escoja podría darme un poco de felicidad sin perjudicar o perjudicando lo mas mínimo al prójimo, también en caso de no haber una buena opción tratar de buscar nuevas opciones aunque requieran de algún esfuerzo extra con tal de solucionar el problema o situación por ultimo dar respuesta de mi elección.",113,Miedo
4/24/2024 12:19:11,LI6RUZZW,"Primero que nada analizo los beneficios que me traera cada elección, pero al final también me preguntó cuál es la elección que quiero realmente","Primero que nada analizo los beneficios que me traera cada elección, pero al final también me preguntó cuál es la elección que quiero realmente",32,Miedo
4/24/2024 12:20:06,VHUGEE7Y,"1.- No tener una emoción de por medio
2.- Pensar a futuro y si te conviene 
3.- Tomar la decisión",1.- No tener una emoción de por medio 2.- Pensar a futuro y si te conviene 3.- Tomar la decisión,31,Miedo
4/24/2024 12:24:41,U5RVW5N7,"Recopilo información, analizo consecuencias y comparar sus posibles resultados","Recopilo información, analizo consecuencias y comparar sus posibles resultados",15,Miedo
4/24/2024 12:25:11,NG3F2CJ4,"Analizar el panorama en el que me encuentro, consultar una opinión con las personas más allegadas a mi y fijar bien mis objetivos para tomar una buena decisión ","Analizar el panorama en el que me encuentro, consultar una opinión con las personas más allegadas a mi y fijar bien mis objetivos para tomar una buena decisión",34,Miedo
4/24/2024 12:26:00,ETSMGZBD,"Pensar bien las ventajas y desventajas de cada opción, y elegir la que más me convenga, o en su defecto, guiarme por mi instinto ","Pensar bien las ventajas y desventajas de cada opción, y elegir la que más me convenga, o en su defecto, guiarme por mi instinto",38,Miedo
4/24/2024 12:33:39,AY3IGV3Q,"1.- Analizar las consecuencias que tendrían en el instante siguiente después de escogerlas.
2.- Analizar consecuencias a futuro que puedan ser provocadas por la decisión tomada.
3.- Saber a quienes afecta y a quienes beneficia mi decisión.",1.- Analizar las consecuencias que tendrían en el instante siguiente después de escogerlas. 2.- Analizar consecuencias a futuro que puedan ser provocadas por la decisión tomada. 3.- Saber a quienes afecta y a quienes beneficia mi decisión.,61,Miedo
4/24/2024 12:38:17,EUW2F405,"Son muchas cosas que pasan antes de tomar una decisión (aunque sea mínimo). 
Par de preguntas, y cómo afectaría en un futuro. ","Son muchas cosas que pasan antes de tomar una decisión (aunque sea mínimo). Par de preguntas, y cómo afectaría en un futuro.",30,Miedo
4/24/2024 12:53:16,ZLQAYMFG,"Calculo los riesgos de cada cosa, si le genera un problema a otras personas no lo hago, pero si me llegará afectar solo a mi priorizo esa elección y en caso de ser difícil, muy raras veces lo decido al azar.","Calculo los riesgos de cada cosa, si le genera un problema a otras personas no lo hago, pero si me llegará afectar solo a mi priorizo esa elección y en caso de ser difícil, muy raras veces lo decido al azar.",54,Miedo
4/24/2024 12:56:33,LQY5OSVH,"Analizar emociones, entrar en un punto neutro, analizar opciones, identificar el mejor y peor de los casos, optar por la opción más fiable","Analizar emociones, entrar en un punto neutro, analizar opciones, identificar el mejor y peor de los casos, optar por la opción más fiable",37,Miedo
4/24/2024 13:03:03,Y5I54ZU1,Valorar la situación ,Valorar la situación,4,Miedo
4/24/2024 13:30:30,1Y7ATVYP,"Pensar en las posibilidades y repercusiones de la decisión, además de la honestidad ","Pensar en las posibilidades y repercusiones de la decisión, además de la honestidad",21,Miedo
4/24/2024 13:43:01,U3RWWQRL,"Pensar , preocuparme, llorar, buscar una solución, sobrepensar constantemente, escuchar consejos u opiniones de mi entorno y elegir. ","Pensar , preocuparme, llorar, buscar una solución, sobrepensar constantemente, escuchar consejos u opiniones de mi entorno y elegir.",34,Miedo
4/24/2024 13:48:24,EG8V8IQ1,"Pienso las cosas que sean bueno y malo, con ello ya veo que decisión tomar ","Pienso las cosas que sean bueno y malo, con ello ya veo que decisión tomar",20,Miedo
4/24/2024 14:34:04,POQ9TK13,"El resultado final de mi elección 
El proceso que lleva esa decisión ",El resultado final de mi elección El proceso que lleva esa decisión,12,Miedo
4/24/2024 15:03:56,VONE103T,"Observar las opciones, ver cuál me conviene y elegir ","Observar las opciones, ver cuál me conviene y elegir",15,Miedo
4/24/2024 15:34:08,893V9WHU,"Evaluó el entorno a esa decisión, se la platicó a alguien más para que me de su punto de vista y si me conviene, la tomo. ","Evaluó el entorno a esa decisión, se la platicó a alguien más para que me de su punto de vista y si me conviene, la tomo.",35,Miedo
4/24/2024 15:43:23,JPFVNJKI,"Analizo las opciones y sus consecuencias y basado en eso tomo una decision, en cual es mas conveniente para mi","Analizo las opciones y sus consecuencias y basado en eso tomo una decision, en cual es mas conveniente para mi",28,Miedo
4/24/2024 15:48:07,QU685VKV,Analizar siempre las posibles casos y situaciones.,Analizar siempre las posibles casos y situaciones.,10,Miedo
4/24/2024 15:54:20,Z6ZGAS4H,"Analizar muy bien la situación, tomar en cuenta los pros y contras que esto conllevaría. 
Si es una situación parecida a alguna que he hecho anteriormente, reflexionar acerca de todo lo que conllevo esa decisión en su momento y los resultados obtenidos. ","Analizar muy bien la situación, tomar en cuenta los pros y contras que esto conllevaría. Si es una situación parecida a alguna que he hecho anteriormente, reflexionar acerca de todo lo que conllevo esa decisión en su momento y los resultados obtenidos.",60,Miedo
4/24/2024 16:24:34,I7OEHA3M,plantear las ventajas y desventajas de cada opción y tomar la opción que tenga menos desventajas y las ventajas sean ayuda que no podrías obtener de otra forma,plantear las ventajas y desventajas de cada opción y tomar la opción que tenga menos desventajas y las ventajas sean ayuda que no podrías obtener de otra forma,36,Miedo
4/24/2024 16:25:34,945RIESS,"Visualizar todas las opciones posibles, escenarios, soluciones, ventajas y desventajas y elegir la solución más óptima. ","Visualizar todas las opciones posibles, escenarios, soluciones, ventajas y desventajas y elegir la solución más óptima.",29,Miedo
4/24/2024 16:42:06,OY89I1AT,"Buscar las alternativas
Encontrar pros y contras de cada alternativa 
Elegir la opción qué me parece la mejor",Buscar las alternativas Encontrar pros y contras de cada alternativa Elegir la opción qué me parece la mejor,25,Miedo
4/24/2024 17:26:44,MHA8ZTS5,"Analizó todas las opciones, busco pros y contras de cada una, elijo la que se apegue más a mi manera de ser","Analizó todas las opciones, busco pros y contras de cada una, elijo la que se apegue más a mi manera de ser",33,Miedo
4/24/2024 18:05:56,RA4Y9X5E,"Seria tomar en cuenta varios factores, por ejemplo, al elejir las materias de cada curso tomo en cuenta, cual es el horario que mas me conviene y tambien dependiendo si el maestro tiene una buena reseña o no, si es muy temprano me hago la pregunta de ¿voy a dormir lo suficiente? Y al final de dia tomo una desicion adecuada y pues si tome una mala desicion no importa porque siempre aprendo de lo que hago mal.","Seria tomar en cuenta varios factores, por ejemplo, al elejir las materias de cada curso tomo en cuenta, cual es el horario que mas me conviene y tambien dependiendo si el maestro tiene una buena reseña o no, si es muy temprano me hago la pregunta de ¿voy a dormir lo suficiente? Y al final de dia tomo una desicion adecuada y pues si tome una mala desicion no importa porque siempre aprendo de lo que hago mal.",105,Miedo
4/24/2024 18:20:17,LXDB8W6X,Que me conviene a mí y a los demás ,Que me conviene a mí y a los demás,10,Miedo
4/24/2024 18:20:36,G6ZRICXV,Analizar que me puede ayudar a crecer intelectualmente y como persona.,Analizar que me puede ayudar a crecer intelectualmente y como persona.,17,Miedo
4/24/2024 18:27:11,S1Z2D8M2,Ver todos los aspectos que beneficien o perjudiquen en un futuro tomando esa eleccion,Ver todos los aspectos que beneficien o perjudiquen en un futuro tomando esa eleccion,20,Miedo
4/24/2024 19:06:32,RC5G5VFK,"Poder analizar el problema, buscar las soluciones óptimas y analizar la mejor ","Poder analizar el problema, buscar las soluciones óptimas y analizar la mejor",18,Miedo
4/24/2024 19:07:31,947J0Q5A,Más que nada es el valorar los pros y contras y como pueden afectar a mi entorno o si involucra a más personas como afectaría mi relación con estas a futuro,Más que nada es el valorar los pros y contras y como pueden afectar a mi entorno o si involucra a más personas como afectaría mi relación con estas a futuro,39,Miedo
4/24/2024 19:40:22,W9LAW009,Pensar cómo podría afectar mi futuro y el futuro de mis pocos seres queridos.,Pensar cómo podría afectar mi futuro y el futuro de mis pocos seres queridos.,18,Miedo
4/24/2024 19:48:20,2QH0OQRP,"Lista de pros y contras, pero al final de cuentas, considero que (principalmente cuando tienes que elegir entre una decisión o otra) nuestro corazón o sentimientos sabe lo que quiere, y casi siempre gana eso; deberíamos ser intencionales y no emocionales. ","Lista de pros y contras, pero al final de cuentas, considero que (principalmente cuando tienes que elegir entre una decisión o otra) nuestro corazón o sentimientos sabe lo que quiere, y casi siempre gana eso; deberíamos ser intencionales y no emocionales.",61,Miedo
4/24/2024 19:53:13,9FBVNJ3U,"normalmente analizar los riesgos que puede existir al tener la decisión , ver los beneficios y al final decidir si es la mejor opción que podrá ayudarme ","normalmente analizar los riesgos que puede existir al tener la decisión , ver los beneficios y al final decidir si es la mejor opción que podrá ayudarme",31,Miedo
4/24/2024 20:57:53,IRIJAUXK,"1. Comparar los beneficios y desventajas que trae cada desición
2. Preguntar a mi familia acerca de lo que ellos harían si estuvieran en mi posición
3. Oraria a mi Dios y le pediría sabiduría para poder tomar la mejor decisión.",1. Comparar los beneficios y desventajas que trae cada desición 2. Preguntar a mi familia acerca de lo que ellos harían si estuvieran en mi posición 3. Oraria a mi Dios y le pediría sabiduría para poder tomar la mejor decisión.,61,Miedo
4/24/2024 21:00:13,H7ZSLKYX,reviso los contras y las posibilidades la que pese mas ,reviso los contras y las posibilidades la que pese mas,13,Miedo
4/24/2024 22:49:25,ZNQELPB7,Valorar las posibilidades y consecuencias de la posible elección.,Valorar las posibilidades y consecuencias de la posible elección.,13,Miedo
